시도,시군구,행정번호,년도,우울증환자수,코로나확진자수,1인당 정신건강예산(원),공공시설개수
서울특별시,서울서대문구,1141000000,2019,8040.0,0,5309.0,57.0
서울특별시,서울마포구,1144000000,2019,12929.0,0,5309.0,87.0
서울특별시,서울양천구,1147000000,2019,5099.0,0,5309.0,97.0
서울특별시,서울강서구,1150000000,2019,7714.0,0,5309.0,150.0
서울특별시,서울구로구,1153000000,2019,9225.0,0,5309.0,60.0
서울특별시,서울금천구,1154500000,2019,4392.0,0,5309.0,54.0
서울특별시,서울영등포구,1156000000,2019,7037.0,0,5309.0,54.0
서울특별시,서울동작구,1159000000,2019,9438.0,0,5309.0,56.0
서울특별시,서울관악구,1162000000,2019,8661.0,0,5309.0,79.0
서울특별시,서울서초구,1165000000,2019,17279.0,0,5309.0,140.0
서울특별시,서울강남구,1168000000,2019,22900.0,0,5309.0,134.0
서울특별시,서울송파구,1171000000,2019,14372.0,0,5309.0,145.0
서울특별시,서울강동구,1174000000,2019,13047.0,0,5309.0,76.0
부산광역시,부산진구,2611000000,2019,11645.0,0,4495.0,27.0
부산광역시,부산수영구,2614000000,2019,8775.0,0,4495.0,21.0
부산광역시,부산동구,2617000000,2019,5125.0,0,4495.0,7.0
부산광역시,부산중구,2620000000,2019,2281.0,0,4495.0,5.0
부산광역시,부산북구,2623000000,2019,3972.0,0,4495.0,77.0
부산광역시,부산동래구,2626000000,2019,6219.0,0,4495.0,45.0
부산광역시,부산남구,2629000000,2019,3271.0,0,4495.0,36.0
부산광역시,부산사상구,2632000000,2019,3312.0,0,4495.0,34.0
부산광역시,부산해운대구,2635000000,2019,7122.0,0,4495.0,75.0
부산광역시,부산서구,2638000000,2019,2559.0,0,4495.0,6.0
부산광역시,부산금정구,2641000000,2019,3155.0,0,4495.0,40.0
부산광역시,부산강서구,2644000000,2019,460.0,0,4495.0,88.0
부산광역시,부산영도구,2647000000,2019,2120.0,0,4495.0,16.0
부산광역시,부산연제구,2650000000,2019,4122.0,0,4495.0,28.0
부산광역시,부산사하구,2653000000,2019,4650.0,0,4495.0,60.0
부산광역시,부산기장군,2671000000,2019,2616.0,0,4495.0,132.0
대구광역시,대구중구,2711000000,2019,4554.0,0,3939.0,23.0
대구광역시,대구동구,2714000000,2019,6297.0,0,3939.0,115.0
대구광역시,대구서구,2717000000,2019,2830.0,0,3939.0,21.0
대구광역시,대구남구,2720000000,2019,3314.0,0,3939.0,23.0
대구광역시,대구북구,2723000000,2019,5858.0,0,3939.0,102.0
대구광역시,대구수성구,2726000000,2019,10580.0,0,3939.0,90.0
대구광역시,대구달서구,2729000000,2019,12551.0,0,3939.0,186.0
대구광역시,대구달성군,2771000000,2019,1556.0,0,3939.0,102.0
인천광역시,인천중구,2811000000,2019,4534.0,0,3371.0,129.0
인천광역시,인천동구,2814000000,2019,721.0,0,3371.0,14.0
인천광역시,인천미추홀구,2817700000,2019,5925.0,0,3371.0,35.0
인천광역시,인천연수구,2818500000,2019,4207.0,0,3371.0,112.0
인천광역시,인천남동구,2820000000,2019,8712.0,0,3371.0,160.0
인천광역시,인천부평구,2823700000,2019,11768.0,0,3371.0,94.0
인천광역시,인천계양구,2824500000,2019,4859.0,0,3371.0,67.0
인천광역시,인천서구,2826000000,2019,8477.0,0,3371.0,140.0
인천광역시,인천강화군,2871000000,2019,285.0,0,3371.0,4.0
인천광역시,인천옹진군,2872000000,2019,0.0,0,3371.0,0.0
광주광역시,광주동구,2911000000,2019,3707.0,0,7787.0,83.0
광주광역시,광주서구,2914000000,2019,4423.0,0,7787.0,169.0
광주광역시,광주남구,2915500000,2019,3211.0,0,7787.0,53.0
광주광역시,광주북구,2917000000,2019,7073.0,0,7787.0,216.0
광주광역시,광주광산구,2920000000,2019,6134.0,0,7787.0,371.0
대전광역시,대전동구,3011000000,2019,3251.0,0,7249.0,53.0
대전광역시,대전중구,3014000000,2019,7983.0,0,7249.0,53.0
대전광역시,대전서구,3017000000,2019,11690.0,0,7249.0,115.0
대전광역시,대전유성구,3020000000,2019,3926.0,0,7249.0,162.0
대전광역시,대전대덕구,3023000000,2019,2916.0,0,7249.0,84.0
울산광역시,울산중구,3111000000,2019,3061.0,0,4193.0,117.0
울산광역시,울산남구,3114000000,2019,9043.0,0,4193.0,119.0
울산광역시,울산동구,3117000000,2019,692.0,0,4193.0,68.0
울산광역시,울산북구,3120000000,2019,465.0,0,4193.0,59.0
울산광역시,울산울주군,3171000000,2019,999.0,0,4193.0,109.0
세종특별자치시,세종시,3611000000,2019,,0,,
경기도,경기수원장안구,4111100000,2019,3896.0,0,5312.0,58.0
경기도,경기수원권선구,4111300000,2019,2478.0,0,5312.0,145.0
경기도,경기수원팔달구,4111500000,2019,9329.0,0,5312.0,43.0
경기도,경기수원영통구,4111700000,2019,4910.0,0,5312.0,89.0
경기도,경기성남수정구,4113100000,2019,3964.0,0,5312.0,26.0
경기도,경기성남중원구,4113300000,2019,2886.0,0,5312.0,42.0
경기도,경기성남분당구,4113500000,2019,19919.0,0,5312.0,135.0
경기도,경기의정부시,4115000000,2019,10245.0,0,5312.0,114.0
경기도,경기안양만안구,4117100000,2019,3795.0,0,5312.0,55.0
경기도,경기안양동안구,4117300000,2019,8629.0,0,5312.0,85.0
경기도,경기부천시,4119000000,2019,14529.0,0,5312.0,199.0
경기도,경기광명시,4121000000,2019,4158.0,0,5312.0,89.0
경기도,경기평택시,4122000000,2019,6231.0,0,5312.0,539.0
경기도,경기동두천시,4125000000,2019,2025.0,0,5312.0,44.0
경기도,경기안산상록구,4127100000,2019,2950.0,0,5312.0,108.0
경기도,경기안산단원구,4127300000,2019,8083.0,0,5312.0,91.0
경기도,경기고양덕양구,4128100000,2019,3650.0,0,5312.0,123.0
경기도,경기고양일산동구,4128500000,2019,8613.0,0,5312.0,78.0
경기도,경기고양일산서구,4128700000,2019,7042.0,0,5312.0,63.0
경기도,경기과천시,4129000000,2019,77.0,0,5312.0,23.0
경기도,경기구리시,4131000000,2019,3870.0,0,5312.0,68.0
경기도,경기남양주시,4136000000,2019,6523.0,0,5312.0,183.0
경기도,경기오산시,4137000000,2019,3150.0,0,5312.0,114.0
경기도,경기시흥시,4139000000,2019,4674.0,0,5312.0,144.0
경기도,경기군포시,4141000000,2019,4574.0,0,5312.0,129.0
경기도,경기의왕시,4143000000,2019,826.0,0,5312.0,81.0
경기도,경기하남시,4145000000,2019,2532.0,0,5312.0,49.0
경기도,경기용인처인구,4146100000,2019,2313.0,0,5312.0,40.0
경기도,경기용인기흥구,4146300000,2019,5231.0,0,5312.0,152.0
경기도,경기용인수지구,4146500000,2019,3861.0,0,5312.0,95.0
경기도,경기파주시,4148000000,2019,3799.0,0,5312.0,162.0
경기도,경기이천시,4150000000,2019,4218.0,0,5312.0,38.0
경기도,경기안성시,4155000000,2019,1079.0,0,5312.0,57.0
경기도,경기김포시,4157000000,2019,2586.0,0,5312.0,191.0
경기도,경기화성시,4159000000,2019,6027.0,0,5312.0,617.0
경기도,경기광주시,4161000000,2019,3525.0,0,5312.0,57.0
경기도,경기양주시,4163000000,2019,1267.0,0,5312.0,104.0
경기도,경기포천시,4165000000,2019,797.0,0,5312.0,47.0
경기도,경기여주시,4167000000,2019,1960.0,0,5312.0,24.0
경기도,경기연천군,4180000000,2019,405.0,0,5312.0,18.0
경기도,경기가평군,4182000000,2019,508.0,0,5312.0,17.0
경기도,경기양평군,4183000000,2019,795.0,0,5312.0,42.0
강원도,강원춘천시,4211000000,2019,5389.0,0,8050.0,283.0
강원도,강원원주시,4213000000,2019,8999.0,0,8050.0,193.0
강원도,강원강릉시,4215000000,2019,4853.0,0,8050.0,173.0
강원도,강원동해시,4217000000,2019,1263.0,0,8050.0,11.0
강원도,강원태백시,4219000000,2019,255.0,0,8050.0,45.0
강원도,강원속초시,4221000000,2019,1507.0,0,8050.0,92.0
강원도,강원삼척시,4223000000,2019,1225.0,0,8050.0,49.0
강원도,강원홍천군,4272000000,2019,1409.0,0,8050.0,49.0
강원도,강원횡성군,4273000000,2019,136.0,0,8050.0,65.0
강원도,강원영월군,4275000000,2019,216.0,0,8050.0,38.0
강원도,강원평창군,4276000000,2019,149.0,0,8050.0,50.0
강원도,강원정선군,4277000000,2019,10.0,0,8050.0,69.0
강원도,강원철원군,4278000000,2019,26.0,0,8050.0,48.0
강원도,강원화천군,4279000000,2019,0.0,0,8050.0,32.0
강원도,강원양구군,4280000000,2019,10.0,0,8050.0,10.0
강원도,강원인제군,4281000000,2019,46.0,0,8050.0,32.0
강원도,강원고성군,4282000000,2019,0.0,0,8050.0,59.0
강원도,강원양양군,4283000000,2019,77.0,0,8050.0,18.0
충청북도,충북청주상당구,4311100000,2019,6647.0,0,7021.0,94.0
충청북도,충북청주서원구,4311200000,2019,4103.0,0,7021.0,90.0
충청북도,충북청주흥덕구,4311300000,2019,4217.0,0,7021.0,155.0
충청북도,충북청주청원구,4311400000,2019,3027.0,0,7021.0,106.0
충청북도,충북충주시,4313000000,2019,3573.0,0,7021.0,123.0
충청북도,충북제천시,4315000000,2019,3620.0,0,7021.0,69.0
충청북도,충북보은군,4372000000,2019,362.0,0,7021.0,8.0
충청북도,충북옥천군,4373000000,2019,461.0,0,7021.0,10.0
충청북도,충북영동군,4374000000,2019,828.0,0,7021.0,6.0
