년도,시도,시군구,우울증환자수,1인당 정신건강예산(원),공공시설개수
2022,대구,대구중구,4799,6296,23
2022,대전,대전대덕구,2977,10246,83
2022,대전,대전동구,3695,10246,51
2022,대전,대전서구,12473,10246,110
2022,대전,대전유성구,6786,10246,158
2022,대전,대전중구,7428,10246,51
2022,부산,부산강서구,1284,8119,88
2022,부산,부산금정구,4509,8119,40
2022,부산,부산기장군,3714,8119,132
2022,부산,부산남구,6299,8119,42
2022,부산,부산동구,4804,8119,6
2022,부산,부산동래구,8668,8119,49
2022,부산,부산북구,4356,8119,81
2022,부산,부산사상구,3760,8119,35
2022,부산,부산사하구,5037,8119,62
2022,부산,부산서구,1323,8119,7
2022,부산,부산수영구,10332,8119,21
2022,부산,부산연제구,5650,8119,26
2022,부산,부산영도구,2538,8119,14
2022,부산,부산중구,1985,8119,5
2022,부산,부산진구,13813,8119,31
2022,부산,부산해운대구,8064,8119,72
2022,서울,강남구,32947,6845,130
2022,서울,강동구,14333,6845,76
2022,서울,강북구,4964,6845,59
2022,서울,강서구,12643,6845,151
2022,서울,관악구,14229,6845,78
2022,서울,광진구,8038,6845,43
2022,서울,구로구,10136,6845,61
2022,서울,금천구,6621,6845,54
2022,서울,노원구,10838,6845,180
2022,서울,도봉구,4856,6845,71
2022,서울,동대문구,7726,6845,45
2022,서울,동작구,11375,6845,57
2022,서울,마포구,18669,6845,87
2022,서울,서대문구,7983,6845,58
2022,서울,서초구,22069,6845,137
2022,서울,성동구,6423,6845,53
2022,서울,성북구,6379,6845,53
2022,서울,송파구,20329,6845,142
2022,서울,양천구,7385,6845,96
2022,서울,영등포구,9917,6845,54
2022,서울,용산구,4725,6845,48
2022,서울,은평구,9361,6845,110
2022,서울,종로구,12166,6845,44
2022,서울,중구,7690,6845,44
2022,서울,중랑구,9833,6845,59
2022,세종,세종시,9477,7058,88
2022,울산,울산남구,10717,7698,120
2022,울산,울산동구,605,7698,67
2022,울산,울산북구,785,7698,77
2022,울산,울산울주군,1181,7698,104
2022,울산,울산중구,3646,7698,117
2022,인천,인천강화군,575,6413,5
2022,인천,인천계양구,5209,6413,67
2022,인천,인천남동구,11443,6413,159
2022,인천,인천동구,709,6413,15
2022,인천,인천미추홀구,6981,6413,32
2022,인천,인천부평구,14344,6413,93
2022,인천,인천서구,9939,6413,140
2022,인천,인천연수구,4757,6413,116
2022,인천,인천옹진군,0,6413,0
2022,인천,인천중구,3807,6413,127
2022,전남,강진군,124,8834,10
2022,전남,고흥군,1549,8834,23
2022,전남,곡성군,52,8834,17
2022,전남,광양시,926,8834,158
2022,전남,구례군,54,8834,1
2022,전남,나주시,1194,8834,95
2022,전남,담양군,371,8834,132
2022,전남,목포시,6293,8834,99
2022,전남,무안군,519,8834,22
2022,전남,보성군,285,8834,11
2022,전남,순천시,4307,8834,160
2022,전남,신안군,21,8834,9
2022,전남,여수시,3609,8834,160
2022,전남,영광군,812,8834,3
2022,전남,영암군,171,8834,9
2022,전남,완도군,125,8834,10
2022,전남,장성군,251,8834,26
2022,전남,장흥군,210,8834,11
2022,전남,진도군,60,8834,7
2022,전남,함평군,274,8834,12
2022,전남,해남군,1946,8834,58
2022,전남,화순군,697,8834,9
2022,전북,고창군,872,13975,15
2022,전북,군산시,3186,13975,147
2022,전북,김제시,1176,13975,1
2022,전북,남원시,2055,13975,14
2022,전북,무주군,61,13975,11
2022,전북,부안군,617,13975,35
2022,전북,순창군,224,13975,2
2022,전북,완주군,567,13975,65
2022,전북,익산시,4539,13975,103
2022,전북,임실군,51,13975,13
2022,전북,장수군,331,13975,4
2022,전북,전주덕진구,6316,13975,112
2022,전북,전주완산구,8548,13975,139
2022,전북,정읍시,1464,13975,15
2022,전북,진안군,92,13975,6
2022,제주,서귀포시,2743,8662,54
2022,제주,제주시,11503,8662,198
2022,충남,계룡시,10,11185,51
2022,충남,공주시,3031,11185,61
2022,충남,금산군,1032,11185,22
2022,충남,논산시,3890,11185,114
2022,충남,당진시,4864,11185,306
2022,충남,보령시,1350,11185,93
2022,충남,부여군,1871,11185,27
2022,충남,서산시,1480,11185,196
2022,충남,서천군,1179,11185,41
2022,충남,아산시,4772,11185,121
2022,충남,예산군,2157,11185,114
2022,충남,천안동남구,5197,11185,150
2022,충남,천안서북구,9399,11185,202
2022,충남,청양군,291,11185,29
2022,충남,태안군,505,11185,21
2022,충남,홍성군,2041,11185,167
2022,충북,괴산군,468,11335,24
2022,충북,단양군,27,11335,26
2022,충북,보은군,442,11335,6
2022,충북,영동군,987,11335,3
2022,충북,옥천군,909,11335,9
2022,충북,음성군,796,11335,38
2022,충북,제천시,4306,11335,67
2022,충북,증평군,626,11335,30
2022,충북,진천군,1582,11335,36
2022,충북,청주상당구,7205,11335,89
2022,충북,청주서원구,4694,11335,89
2022,충북,청주청원구,4188,11335,104
2022,충북,청주흥덕구,5430,11335,152
2022,충북,충주시,3921,11335,121
