시도,시군구,행정번호,년도,총인구수,고용률
부산광역시,부산영도구,2620000000,2020,113342,55.6
부산광역시,부산부산진구,2623000000,2020,359886,55.6
부산광역시,부산동래구,2626000000,2020,270745,55.6
부산광역시,부산남구,2629000000,2020,267731,55.6
부산광역시,부산북구,2632000000,2020,283952,55.6
부산광역시,부산해운대구,2635000000,2020,402169,55.6
부산광역시,부산사하구,2638000000,2020,311757,55.6
부산광역시,부산금정구,2641000000,2020,232666,55.6
부산광역시,부산강서구,2644000000,2020,137957,55.6
부산광역시,부산연제구,2647000000,2020,209157,55.6
부산광역시,부산수영구,2650000000,2020,176894,55.6
부산광역시,부산사상구,2653000000,2020,212586,55.6
부산광역시,부산기장군,2671000000,2020,174545,55.6
대구광역시,대구중구,2711000000,2020,76547,56.6
대구광역시,대구동구,2714000000,2020,341920,56.6
대구광역시,대구서구,2717000000,2020,170700,56.6
대구광역시,대구남구,2720000000,2020,146632,56.6
대구광역시,대구북구,2723000000,2020,440263,56.6
대구광역시,대구수성구,2726000000,2020,424314,56.6
대구광역시,대구달서구,2729000000,2020,558631,56.6
대구광역시,대구달성군,2771000000,2020,259339,56.6
인천광역시,인천중구,2811000000,2020,139729,61.3
인천광역시,인천동구,2814000000,2020,62542,61.3
인천광역시,인천미추홀구,2817700000,2020,404343,61.3
인천광역시,인천연수구,2818500000,2020,387450,61.3
인천광역시,인천남동구,2820000000,2020,525354,61.3
인천광역시,인천부평구,2823700000,2020,494962,61.3
인천광역시,인천계양구,2824500000,2020,296750,61.3
인천광역시,인천서구,2826000000,2020,542040,61.3
인천광역시,인천강화군,2871000000,2020,69203,61.3
인천광역시,인천옹진군,2872000000,2020,20455,61.3
광주광역시,광주동구,2911000000,2020,102897,58.7
광주광역시,광주서구,2914000000,2020,296576,58.7
광주광역시,광주남구,2915500000,2020,214579,58.7
광주광역시,광주북구,2917000000,2020,430431,58.7
광주광역시,광주광산구,2920000000,2020,405579,58.7
대전광역시,대전동구,3011000000,2020,223021,60.7
대전광역시,대전중구,3014000000,2020,235550,60.7
대전광역시,대전서구,3017000000,2020,477880,60.7
대전광역시,대전유성구,3020000000,2020,351047,60.7
대전광역시,대전대덕구,3023000000,2020,176384,60.7
울산광역시,울산중구,3111000000,2020,217595,58.1
울산광역시,울산남구,3114000000,2020,320064,58.1
울산광역시,울산동구,3117000000,2020,156806,58.1
울산광역시,울산북구,3120000000,2020,219014,58.1
울산광역시,울산울주군,3171000000,2020,222538,58.1
세종특별자치시,세종시,3611000000,2020,355831,62.7
경기도,경기수원장안구,4111100000,2020,273661,58.6
경기도,경기수원권선구,4111300000,2020,368645,58.6
경기도,경기수원팔달구,4111500000,2020,174930,58.6
경기도,경기수원영통구,4111700000,2020,368842,58.6
경기도,경기성남수정구,4113100000,2020,241701,57.95
경기도,경기성남중원구,4113300000,2020,216131,57.95
경기도,경기성남분당구,4113500000,2020,482232,57.95
경기도,경기의정부시,4115000000,2020,461710,54.7
경기도,경기안양만안구,4117100000,2020,239413,56.85
경기도,경기안양동안구,4117300000,2020,310614,56.85
경기도,경기부천시,4119000000,2020,818383,58.45
경기도,경기광명시,4121000000,2020,298599,57.3
경기도,경기평택시,4122000000,2020,537307,59.85
경기도,경기동두천시,4125000000,2020,94353,51.3
경기도,경기안산상록구,4127100000,2020,351888,57.45
경기도,경기안산단원구,4127300000,2020,303027,57.45
경기도,경기고양덕양구,4128100000,2020,476962,56.5
경기도,경기고양일산동구,4128500000,2020,299716,56.5
경기도,경기고양일산서구,4128700000,2020,302538,56.5
경기도,경기과천시,4129000000,2020,63231,52.35
경기도,경기구리시,4131000000,2020,197454,57.05
경기도,경기남양주시,4136000000,2020,713321,53.5
경기도,경기오산시,4137000000,2020,229725,60.95
경기도,경기시흥시,4139000000,2020,500895,61.3
경기도,경기군포시,4141000000,2020,273791,56.45
경기도,경기의왕시,4143000000,2020,163795,56.4
경기도,경기하남시,4145000000,2020,293452,61.5
경기도,경기용인처인구,4146100000,2020,257498,54.9
경기도,경기용인기흥구,4146300000,2020,440835,54.9
경기도,경기용인수지구,4146500000,2020,375843,54.9
경기도,경기파주시,4148000000,2020,465617,58.55
경기도,경기이천시,4150000000,2020,218388,64.05
경기도,경기안성시,4155000000,2020,187012,63.8
경기도,경기김포시,4157000000,2020,473970,58.15
경기도,경기화성시,4159000000,2020,855248,64.1
경기도,경기광주시,4161000000,2020,382054,60.2
경기도,경기양주시,4163000000,2020,230359,54.15
경기도,경기포천시,4165000000,2020,147274,59.6
경기도,경기여주시,4167000000,2020,111897,60.6
경기도,경기연천군,4180000000,2020,43516,62.25
경기도,경기가평군,4182000000,2020,62377,61.45
경기도,경기양평군,4183000000,2020,118810,58.7
강원도,강원춘천시,4211000000,2020,282765,56.3
강원도,강원원주시,4213000000,2020,354376,58.7
강원도,강원강릉시,4215000000,2020,213321,58.2
강원도,강원동해시,4217000000,2020,90593,59.05
강원도,강원태백시,4219000000,2020,42719,59.6
강원도,강원속초시,4221000000,2020,82665,62.7
강원도,강원삼척시,4223000000,2020,65243,59.45
강원도,강원홍천군,4272000000,2020,69242,67.1
강원도,강원횡성군,4273000000,2020,46472,66.35
강원도,강원영월군,4275000000,2020,38662,64.7
강원도,강원평창군,4276000000,2020,41681,68.65
강원도,강원정선군,4277000000,2020,36870,69.05
강원도,강원철원군,4278000000,2020,44699,63.8
강원도,강원화천군,4279000000,2020,24857,67.7
강원도,강원양구군,4280000000,2020,22278,68.35
강원도,강원인제군,4281000000,2020,31694,71.45
강원도,강원고성군,4282000000,2020,26757,66.8
강원도,강원양양군,4283000000,2020,27946,66.9
충청북도,충북청주상당구,4311100000,2020,190034,59.7
충청북도,충북청주서원구,4311200000,2020,194720,59.7
충청북도,충북청주흥덕구,4311300000,2020,265866,59.7
충청북도,충북청주청원구,4311400000,2020,194373,59.7
충청북도,충북충주시,4313000000,2020,210186,61.5
충청북도,충북제천시,4315000000,2020,133018,59.05
충청북도,충북보은군,4372000000,2020,32412,68.15
충청북도,충북옥천군,4373000000,2020,50527,63.7
충청북도,충북영동군,4374000000,2020,47475,61.5
충청북도,충북증평군,4374500000,2020,36807,61.25
충청북도,충북진천군,4375000000,2020,83718,68.55
충청북도,충북괴산군,4376000000,2020,39393,65.9
충청북도,충북음성군,4377000000,2020,93153,67.2
충청북도,충북단양군,4380000000,2020,29155,63.4
충청남도,충남천안동남구,4413100000,2020,258009,63.85
충청남도,충남천안서북구,4413300000,2020,400799,63.85
충청남도,충남공주시,4415000000,2020,104545,62.7
충청남도,충남보령시,4418000000,2020,100229,64.2
충청남도,충남아산시,4420000000,2020,316129,62.4
충청남도,충남서산시,4421000000,2020,175591,66.85
충청남도,충남논산시,4423000000,2020,116675,61.5
충청남도,충남계룡시,4425000000,2020,42822,53.75
충청남도,충남당진시,4427000000,2020,166249,68.5
충청남도,충남금산군,4471000000,2020,51413,62.1
충청남도,충남부여군,4476000000,2020,65354,66.05
충청남도,충남서천군,4477000000,2020,51866,66.5
충청남도,충남청양군,4479000000,2020,30948,76.4
충청남도,충남홍성군,4480000000,2020,100102,63
충청남도,충남예산군,4481000000,2020,78084,65.05
충청남도,충남태안군,4482500000,2020,62214,72.05
전라북도,전북전주완산구,4511100000,2020,339718,57.5
전라북도,전북전주덕진구,4511300000,2020,317714,57.5
전라북도,전북군산시,4513000000,2020,267859,54.2
전라북도,전북익산시,4514000000,2020,282276,56.35
전라북도,전북정읍시,4518000000,2020,108508,60.9
전라북도,전북남원시,4519000000,2020,80662,64.9
전라북도,전북김제시,4521000000,2020,82450,62.5
전라북도,전북완주군,4571000000,2020,91609,62.3
전라북도,전북진안군,4572000000,2020,25394,72.4
전라북도,전북무주군,4573000000,2020,24036,73.35
전라북도,전북장수군,4574000000,2020,22085,79.6
전라북도,전북임실군,4575000000,2020,27314,70.8
전라북도,전북순창군,4577000000,2020,27810,66.1
전라북도,전북고창군,4579000000,2020,54529,66
전라북도,전북부안군,4580000000,2020,52140,69.8
전라남도,전남목포시,4611000000,2020,224044,56.5
전라남도,전남여수시,4613000000,2020,280242,62.65
전라남도,전남순천시,4615000000,2020,282189,60.6
전라남도,전남나주시,4617000000,2020,115613,65.3
전라남도,전남광양시,4623000000,2020,151769,64.3
전라남도,전남담양군,4671000000,2020,46280,65.8
전라남도,전남곡성군,4672000000,2020,28039,66.85
전라남도,전남구례군,4673000000,2020,25719,67.55
전라남도,전남고흥군,4677000000,2020,63922,75.35
전라남도,전남보성군,4678000000,2020,40482,71.25
전라남도,전남화순군,4679000000,2020,62522,62.4
전라남도,전남장흥군,4680000000,2020,37800,68.85
전라남도,전남강진군,4681000000,2020,34597,68.4
전라남도,전남해남군,4682000000,2020,68806,74.35
전라남도,전남영암군,4683000000,2020,53699,66.55
전라남도,전남무안군,4684000000,2020,86132,60.5
전라남도,전남함평군,4686000000,2020,32050,67
전라남도,전남영광군,4687000000,2020,53099,68.35
전라남도,전남장성군,4688000000,2020,44464,67.2
전라남도,전남완도군,4689000000,2020,49916,68
전라남도,전남진도군,4690000000,2020,31227,70.75
전라남도,전남신안군,4691000000,2020,38938,76.95
경상북도,경북포항남구,4711100000,2020,230422,57.55
경상북도,경북포항북구,4711300000,2020,272494,57.55
경상북도,경북경주시,4713000000,2020,253502,60.2
경상북도,경북김천시,4715000000,2020,140548,60.75
경상북도,경북안동시,4717000000,2020,158907,60.2
경상북도,경북구미시,4719000000,2020,416328,59.6
경상북도,경북영주시,4721000000,2020,103119,56.2
경상북도,경북영천시,4723000000,2020,102015,66.1
경상북도,경북상주시,4725000000,2020,97228,63.85
경상북도,경북문경시,4728000000,2020,71406,61.55
경상북도,경북경산시,4729000000,2020,263728,55.15
경상북도,경북군위군,4772000000,2020,23256,71
경상북도,경북의성군,4773000000,2020,51724,71.6
경상북도,경북청송군,4775000000,2020,25044,74.85
경상북도,경북영양군,4776000000,2020,16692,70.4
경상북도,경북영덕군,4777000000,2020,36313,63
경상북도,경북청도군,4782000000,2020,42263,68.95
경상북도,경북고령군,4783000000,2020,31361,64.85
경상북도,경북성주군,4784000000,2020,43414,68.15
경상북도,경북칠곡군,4785000000,2020,114758,60.3
경상북도,경북예천군,4790000000,2020,55613,67.9
경상북도,경북봉화군,4792000000,2020,31494,71.15
경상북도,경북울진군,4793000000,2020,48716,61.5
경상북도,경북울릉군,4794000000,2020,9077,83
경상남도,경남창원의창구,4812100000,2020,262408,57.1
경상남도,경남창원성산구,4812300000,2020,214570,57.1
경상남도,경남창원마산합포구,4812500000,2020,175716,57.1
경상남도,경남창원마산회원구,4812700000,2020,191289,57.1
경상남도,경남창원진해구,4812900000,2020,192755,57.1
경상남도,경남진주시,4817000000,2020,348096,55.6
경상남도,경남통영시,4822000000,2020,128293,55.5
경상남도,경남사천시,4824000000,2020,111105,62.35
경상남도,경남김해시,4825000000,2020,542338,57.85
경상남도,경남밀양시,4827000000,2020,104831,57.6
경상남도,경남거제시,4831000000,2020,245754,59.35
경상남도,경남양산시,4833000000,2020,352229,56.8
경상남도,경남의령군,4872000000,2020,26800,68
경상남도,경남함안군,4873000000,2020,64182,60.65
경상남도,경남창녕군,4874000000,2020,61301,63.7
경상남도,경남고성군,4882000000,2020,51361,64.55
경상남도,경남남해군,4884000000,2020,42958,65.95
경상남도,경남하동군,4885000000,2020,44785,70.85
경상남도,경남산청군,4886000000,2020,34857,71.15
경상남도,경남함양군,4887000000,2020,39080,67.55
경상남도,경남거창군,4888000000,2020,61502,66.65
경상남도,경남합천군,4889000000,2020,44006,66.1
제주특별자치도,제주제주시,5011000000,2020,492466,63.1
제주특별자치도,제주서귀포시,5013000000,2020,182169,71.3
서울특별시,서울종로구,1111000000,2021,144683,54.45
서울특별시,서울중구,1114000000,2021,122499,55.5
서울특별시,서울용산구,1117000000,2021,222953,59.3
서울특별시,서울성동구,1120000000,2021,285990,56.3
서울특별시,서울광진구,1121500000,2021,339996,56.85
서울특별시,서울동대문구,1123000000,2021,337400,54.5
서울특별시,서울중랑구,1126000000,2021,387350,54.85
서울특별시,서울성북구,1129000000,2021,430528,52.5
서울특별시,서울강북구,1130500000,2021,299182,51.8
서울특별시,서울도봉구,1132000000,2021,317366,53.55
서울특별시,서울노원구,1135000000,2021,510956,53.9
서울특별시,서울은평구,1138000000,2021,473307,55.35
서울특별시,서울서대문구,1141000000,2021,304819,53
서울특별시,서울마포구,1144000000,2021,368905,59.8
서울특별시,서울양천구,1147000000,2021,447302,55.9
서울특별시,서울강서구,1150000000,2021,574315,57.65
서울특별시,서울구로구,1153000000,2021,396754,58.15
서울특별시,서울금천구,1154500000,2021,230811,58.3
서울특별시,서울영등포구,1156000000,2021,376837,58.75
서울특별시,서울동작구,1159000000,2021,385483,55.8
서울특별시,서울관악구,1162000000,2021,485699,54.4
서울특별시,서울서초구,1165000000,2021,412279,55.35
서울특별시,서울강남구,1168000000,2021,533042,57.4
서울특별시,서울송파구,1171000000,2021,658338,57.5
서울특별시,서울강동구,1174000000,2021,462664,59.1
부산광역시,부산중구,2611000000,2021,40524,51.25
부산광역시,부산서구,2614000000,2021,105164,50.4
부산광역시,부산동구,2617000000,2021,87679,49.4
부산광역시,부산영도구,2620000000,2021,110638,46.35
부산광역시,부산부산진구,2623000000,2021,353159,53.1
부산광역시,부산동래구,2626000000,2021,266866,52.9
부산광역시,부산남구,2629000000,2021,262069,49.6
부산광역시,부산북구,2632000000,2021,283211,51.45
부산광역시,부산해운대구,2635000000,2021,396438,51.9
부산광역시,부산사하구,2638000000,2021,306003,53.35
부산광역시,부산금정구,2641000000,2021,228049,50.35
부산광역시,부산강서구,2644000000,2021,142918,63.2
부산광역시,부산연제구,2647000000,2021,207144,53
부산광역시,부산수영구,2650000000,2021,175095,52.8
부산광역시,부산사상구,2653000000,2021,208298,54.7
부산광역시,부산기장군,2671000000,2021,177125,57.25
대구광역시,대구중구,2711000000,2021,74791,56.25
대구광역시,대구동구,2714000000,2021,341436,53.95
대구광역시,대구서구,2717000000,2021,164528,51.65
대구광역시,대구남구,2720000000,2021,143175,49.5
대구광역시,대구북구,2723000000,2021,437008,53.75
대구광역시,대구수성구,2726000000,2021,417097,53
대구광역시,대구달서구,2729000000,2021,544926,54.85
대구광역시,대구달성군,2771000000,2021,262451,61.75
인천광역시,인천중구,2811000000,2021,143633,59.9
인천광역시,인천동구,2814000000,2021,61486,57.45
인천광역시,인천미추홀구,2817700000,2021,407464,58.05
인천광역시,인천연수구,2818500000,2021,389644,58.6
인천광역시,인천남동구,2820000000,2021,518272,57.6
인천광역시,인천부평구,2823700000,2021,486765,58.2
인천광역시,인천계양구,2824500000,2021,295696,59.35
인천광역시,인천서구,2826000000,2021,555380,61.4
인천광역시,인천강화군,2871000000,2021,69693,66.35
인천광역시,인천옹진군,2872000000,2021,20342,78.6
광주광역시,광주동구,2911000000,2021,103470,55.05
광주광역시,광주서구,2914000000,2021,291231,59.8
광주광역시,광주남구,2915500000,2021,215575,57.05
광주광역시,광주북구,2917000000,2021,427114,55.1
광주광역시,광주광산구,2920000000,2021,404221,60.8
대전광역시,대전동구,3011000000,2021,222222,52.9
대전광역시,대전중구,3014000000,2021,230341,57.5
대전광역시,대전서구,3017000000,2021,473365,59.45
대전광역시,대전유성구,3020000000,2021,351277,60.6
대전광역시,대전대덕구,3023000000,2021,175046,57.4
울산광역시,울산중구,3111000000,2021,212883,54.75
울산광역시,울산남구,3114000000,2021,313819,55.9
울산광역시,울산동구,3117000000,2021,154096,54.15
울산광역시,울산북구,3120000000,2021,218735,59.45
울산광역시,울산울주군,3171000000,2021,222059,58.65
세종특별자치시,세종시,3611000000,2021,371895,62.6
경기도,경기수원장안구,4111100000,2021,273835,59.45
경기도,경기수원권선구,4111300000,2021,364136,59.45
경기도,경기수원팔달구,4111500000,2021,182321,59.45
경기도,경기수원영통구,4111700000,2021,363422,59.45
경기도,경기성남수정구,4113100000,2021,235988,59.85
경기도,경기성남중원구,4113300000,2021,210777,59.85
경기도,경기성남분당구,4113500000,2021,484183,59.85
경기도,경기의정부시,4115000000,2021,463661,55.6
경기도,경기안양만안구,4117100000,2021,238311,58.6
경기도,경기안양동안구,4117300000,2021,308867,58.6
경기도,경기부천시,4119000000,2021,806067,59
경기도,경기광명시,4121000000,2021,292893,57.3
경기도,경기평택시,4122000000,2021,564288,60.5
경기도,경기동두천시,4125000000,2021,93592,53.7
경기도,경기안산상록구,4127100000,2021,350668,59.45
경기도,경기안산단원구,4127300000,2021,302058,59.45
경기도,경기고양덕양구,4128100000,2021,482927,58.55
경기도,경기고양일산동구,4128500000,2021,298873,58.55
경기도,경기고양일산서구,4128700000,2021,297553,58.55
경기도,경기과천시,4129000000,2021,73345,55.65
경기도,경기구리시,4131000000,2021,191948,58.6
경기도,경기남양주시,4136000000,2021,733798,55.55
경기도,경기오산시,4137000000,2021,229983,62.55
경기도,경기시흥시,4139000000,2021,512030,61.7
경기도,경기군포시,4141000000,2021,268535,58.65
경기도,경기의왕시,4143000000,2021,163356,58.6
경기도,경기하남시,4145000000,2021,320087,61
경기도,경기용인처인구,4146100000,2021,260198,56.4
경기도,경기용인기흥구,4146300000,2021,441742,56.4
경기도,경기용인수지구,4146500000,2021,375568,56.4
경기도,경기파주시,4148000000,2021,483245,59.5
경기도,경기이천시,4150000000,2021,223177,67.1
경기도,경기안성시,4155000000,2021,189534,63.45
경기도,경기김포시,4157000000,2021,486508,59.8
경기도,경기화성시,4159000000,2021,887015,65.2
경기도,경기광주시,4161000000,2021,387289,61.65
경기도,경기양주시,4163000000,2021,236368,56.55
경기도,경기포천시,4165000000,2021,148939,62.6
경기도,경기여주시,4167000000,2021,112150,63.5
경기도,경기연천군,4180000000,2021,42721,62.35
경기도,경기가평군,4182000000,2021,62264,61.05
경기도,경기양평군,4183000000,2021,121230,59.4
강원도,강원춘천시,4211000000,2021,284594,57.85
강원도,강원원주시,4213000000,2021,357757,59.85
강원도,강원강릉시,4215000000,2021,212965,60.2
강원도,강원동해시,4217000000,2021,90081,61
강원도,강원태백시,4219000000,2021,40844,61.35
강원도,강원속초시,4221000000,2021,82791,62.05
강원도,강원삼척시,4223000000,2021,63429,60.15
강원도,강원홍천군,4272000000,2021,68365,70.45
강원도,강원횡성군,4273000000,2021,46481,66
강원도,강원영월군,4275000000,2021,37904,66.05
강원도,강원평창군,4276000000,2021,40996,71.6
강원도,강원정선군,4277000000,2021,35675,69.15
강원도,강원철원군,4278000000,2021,43340,64.75
강원도,강원화천군,4279000000,2021,24195,69.4
강원도,강원양구군,4280000000,2021,21748,71.1
강원도,강원인제군,4281000000,2021,32165,71.85
강원도,강원고성군,4282000000,2021,27249,68.5
강원도,강원양양군,4283000000,2021,27913,69.65
충청북도,충북청주상당구,4311100000,2021,193827,61.05
충청북도,충북청주서원구,4311200000,2021,192899,61.05
충청북도,충북청주흥덕구,4311300000,2021,267429,61.05
충청북도,충북청주청원구,4311400000,2021,194327,61.05
충청북도,충북충주시,4313000000,2021,209358,62.95
충청북도,충북제천시,4315000000,2021,131591,59.9
충청북도,충북보은군,4372000000,2021,31878,69.45
충청북도,충북옥천군,4373000000,2021,50093,63.2
충청북도,충북영동군,4374000000,2021,45773,63.8
충청북도,충북증평군,4374500000,2021,36426,65.2
충청북도,충북진천군,4375000000,2021,85176,70.8
충청북도,충북괴산군,4376000000,2021,38122,68.75
충청북도,충북음성군,4377000000,2021,92197,69.3
충청북도,충북단양군,4380000000,2021,28331,64.7
충청남도,충남천안동남구,4413100000,2021,255292,63.35
충청남도,충남천안서북구,4413300000,2021,403194,63.35
충청남도,충남공주시,4415000000,2021,103145,62.1
충청남도,충남보령시,4418000000,2021,98408,63.3
충청남도,충남아산시,4420000000,2021,324580,62.3
충청남도,충남서산시,4421000000,2021,176645,67.45
충청남도,충남논산시,4423000000,2021,114483,63.6
충청남도,충남계룡시,4425000000,2021,43331,57.55
충청남도,충남당진시,4427000000,2021,167092,68.75
충청남도,충남금산군,4471000000,2021,50477,66.65
충청남도,충남부여군,4476000000,2021,63774,66.1
충청남도,충남서천군,4477000000,2021,50745,68.1
충청남도,충남청양군,4479000000,2021,30440,78.6
충청남도,충남홍성군,4480000000,2021,99324,65.4
충청남도,충남예산군,4481000000,2021,76801,66.1
충청남도,충남태안군,4482500000,2021,61526,71.35
전라북도,전북전주완산구,4511100000,2021,335804,59
전라북도,전북전주덕진구,4511300000,2021,321465,59
전라북도,전북군산시,4513000000,2021,265304,55.75
전라북도,전북익산시,4514000000,2021,278113,57.25
전라북도,전북정읍시,4518000000,2021,106487,64.3
전라북도,전북남원시,4519000000,2021,79431,66.6
전라북도,전북김제시,4521000000,2021,80913,63.85
전라북도,전북완주군,4571000000,2021,91142,61.9
전라북도,전북진안군,4572000000,2021,24987,71.8
전라북도,전북무주군,4573000000,2021,23748,74.35
전라북도,전북장수군,4574000000,2021,21695,79.15
전라북도,전북임실군,4575000000,2021,26730,72.5
전라북도,전북순창군,4577000000,2021,26855,70.2
전라북도,전북고창군,4579000000,2021,53386,67.85
전라북도,전북부안군,4580000000,2021,50795,70.1
전라남도,전남목포시,4611000000,2021,218589,56.7
전라남도,전남여수시,4613000000,2021,276762,63.4
전라남도,전남순천시,4615000000,2021,281436,62.45
전라남도,전남나주시,4617000000,2021,116726,67.1
전라남도,전남광양시,4623000000,2021,150531,65.7
전라남도,전남담양군,4671000000,2021,46180,66.85
전라남도,전남곡성군,4672000000,2021,27535,68.25
전라남도,전남구례군,4673000000,2021,25235,69.5
전라남도,전남고흥군,4677000000,2021,62762,74.85
전라남도,전남보성군,4678000000,2021,39375,71.85
전라남도,전남화순군,4679000000,2021,62624,63.3
전라남도,전남장흥군,4680000000,2021,36547,72.3
전라남도,전남강진군,4681000000,2021,33753,70.1
전라남도,전남해남군,4682000000,2021,67166,73.9
전라남도,전남영암군,4683000000,2021,52937,69.2
전라남도,전남무안군,4684000000,2021,91107,59.55
전라남도,전남함평군,4686000000,2021,31274,69.75
전라남도,전남영광군,4687000000,2021,51985,69.25
전라남도,전남장성군,4688000000,2021,43365,67.95
전라남도,전남완도군,4689000000,2021,48631,66.75
전라남도,전남진도군,4690000000,2021,30066,73.55
전라남도,전남신안군,4691000000,2021,38217,78.15
경상북도,경북포항남구,4711100000,2021,230801,58.25
경상북도,경북포항북구,4711300000,2021,273051,58.25
경상북도,경북경주시,4713000000,2021,251889,60.95
경상북도,경북김천시,4715000000,2021,140239,63.7
경상북도,경북안동시,4717000000,2021,156972,61
경상북도,경북구미시,4719000000,2021,412581,60.3
경상북도,경북영주시,4721000000,2021,101942,58.35
경상북도,경북영천시,4723000000,2021,101888,66.65
경상북도,경북상주시,4725000000,2021,95566,66.1
경상북도,경북문경시,4728000000,2021,71154,60.65
경상북도,경북경산시,4729000000,2021,268369,57.25
경상북도,경북군위군,4772000000,2021,22945,72
경상북도,경북의성군,4773000000,2021,50632,72.15
경상북도,경북청송군,4775000000,2021,24539,78.5
경상북도,경북영양군,4776000000,2021,16320,71.55
경상북도,경북영덕군,4777000000,2021,35314,63.1
경상북도,경북청도군,4782000000,2021,41891,70.65
경상북도,경북고령군,4783000000,2021,30626,68.7
경상북도,경북성주군,4784000000,2021,42842,68.85
경상북도,경북칠곡군,4785000000,2021,113822,61.75
경상북도,경북예천군,4790000000,2021,55739,69.3
경상북도,경북봉화군,4792000000,2021,30762,72.85
경상북도,경북울진군,4793000000,2021,47858,62.3
경상북도,경북울릉군,4794000000,2021,8867,84
경상남도,경남창원의창구,4812100000,2021,218027,58.9
경상남도,경남창원성산구,4812300000,2021,251562,58.9
경상남도,경남창원마산합포구,4812500000,2021,181322,58.9
경상남도,경남창원마산회원구,4812700000,2021,186881,58.9
경상남도,경남창원진해구,4812900000,2021,194949,58.9
경상남도,경남진주시,4817000000,2021,347097,57.3
경상남도,경남통영시,4822000000,2021,125383,56.3
경상남도,경남사천시,4824000000,2021,109953,62.35
경상남도,경남김해시,4825000000,2021,537673,59.35
경상남도,경남밀양시,4827000000,2021,103525,60.65
경상남도,경남거제시,4831000000,2021,241216,58.75
경상남도,경남양산시,4833000000,2021,354726,57.05
경상남도,경남의령군,4872000000,2021,26322,69.05
경상남도,경남함안군,4873000000,2021,62547,63.7
경상남도,경남창녕군,4874000000,2021,60129,67
경상남도,경남고성군,4882000000,2021,50478,66.9
경상남도,경남남해군,4884000000,2021,42266,66.65
경상남도,경남하동군,4885000000,2021,43449,70.45
경상남도,경남산청군,4886000000,2021,34360,73.65
경상남도,경남함양군,4887000000,2021,38310,67.55
경상남도,경남거창군,4888000000,2021,61073,67
경상남도,경남합천군,4889000000,2021,42935,66.6
제주특별자치도,제주제주시,5011000000,2021,493096,65.4
제주특별자치도,제주서귀포시,5013000000,2021,183663,72.05
서울특별시,서울종로구,1111000000,2022,141379,54.9
서울특별시,서울중구,1114000000,2022,120437,57.75
서울특별시,서울용산구,1117000000,2022,218650,60
서울특별시,서울성동구,1120000000,2022,281000,59.2
서울특별시,서울광진구,1121500000,2022,337416,59.75
서울특별시,서울동대문구,1123000000,2022,336644,53.95
서울특별시,서울중랑구,1126000000,2022,385318,56.75
서울특별시,서울성북구,1129000000,2022,430397,54.25
서울특별시,서울강북구,1130500000,2022,293660,53.05
서울특별시,서울도봉구,1132000000,2022,311694,55.15
서울특별시,서울노원구,1135000000,2022,503734,55.55
서울특별시,서울은평구,1138000000,2022,466746,56.1
서울특별시,서울서대문구,1141000000,2022,306337,54.5
서울특별시,서울마포구,1144000000,2022,364638,60.65
서울특별시,서울양천구,1147000000,2022,440881,57.9
서울특별시,서울강서구,1150000000,2022,569166,60
서울특별시,서울구로구,1153000000,2022,395315,60.95
서울특별시,서울금천구,1154500000,2022,229642,61.1
서울특별시,서울영등포구,1156000000,2022,375675,61.9
서울특별시,서울동작구,1159000000,2022,380596,57.4
서울특별시,서울관악구,1162000000,2022,486752,58.4
서울특별시,서울서초구,1165000000,2022,404325,57.6
서울특별시,서울강남구,1168000000,2022,529102,57.25
서울특별시,서울송파구,1171000000,2022,658801,58.95
서울특별시,서울강동구,1174000000,2022,460067,60.25
부산광역시,부산중구,2611000000,2022,39689,54.95
부산광역시,부산서구,2614000000,2022,105192,51.15
부산광역시,부산동구,2617000000,2022,86462,51.05
부산광역시,부산영도구,2620000000,2022,108156,49.65
부산광역시,부산부산진구,2623000000,2022,355917,54.2
부산광역시,부산동래구,2626000000,2022,273226,53.75
부산광역시,부산남구,2629000000,2022,256333,52.5
부산광역시,부산북구,2632000000,2022,278857,53.55
부산광역시,부산해운대구,2635000000,2022,386785,53.3
부산광역시,부산사하구,2638000000,2022,301987,54.5
부산광역시,부산금정구,2641000000,2022,221256,51.2
부산광역시,부산강서구,2644000000,2022,143207,64.85
부산광역시,부산연제구,2647000000,2022,203536,55.1
부산광역시,부산수영구,2650000000,2022,174806,54.7
부산광역시,부산사상구,2653000000,2022,203789,56.7
부산광역시,부산기장군,2671000000,2022,178614,56.85
대구광역시,대구중구,2711000000,2022,80199,57.6
대구광역시,대구동구,2714000000,2022,339530,55.8
대구광역시,대구서구,2717000000,2022,159827,52.45
대구광역시,대구남구,2720000000,2022,141519,50.7
대구광역시,대구북구,2723000000,2022,430912,55.65
대구광역시,대구수성구,2726000000,2022,411553,53.15
대구광역시,대구달서구,2729000000,2022,536989,55.6
대구광역시,대구달성군,2771000000,2022,263162,63
인천광역시,인천중구,2811000000,2022,152931,60.55
인천광역시,인천동구,2814000000,2022,58999,56.65
인천광역시,인천미추홀구,2817700000,2022,406004,59.9
인천광역시,인천연수구,2818500000,2022,385796,59.4
인천광역시,인천남동구,2820000000,2022,506181,59.1
인천광역시,인천부평구,2823700000,2022,489118,60.55
인천광역시,인천계양구,2824500000,2022,288856,61.45
인천광역시,인천서구,2826000000,2022,589013,63.6
인천광역시,인천강화군,2871000000,2022,69803,65.1
