,city,neighborhood,citynum,year,age,population,stress,employment,covid,budget,public facilities,depression
0,서울특별시,서울종로구,1111000000,2018,-0.07594936708860689,-0.09077646390591476,1.5535714285714286,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,-0.1411764705882353,5.743944636678201
1,서울특별시,서울중구,1114000000,2018,-0.025316455696201997,-0.19713978373310354,0.5,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,-0.16470588235294117,1.4325259515570938
2,서울특별시,서울용산구,1117000000,2018,-0.15189873417721467,0.20463656929663657,-0.9821428571428569,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,-0.03529411764705882,-0.24913494809688574
3,서울특별시,서울성동구,1120000000,2018,-0.35443037974683517,0.5128412117015213,1.0357142857142856,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,-0.07058823529411765,-0.13840830449826988
4,서울특별시,서울광진구,1121500000,2018,-0.43037974683544294,0.697004592607866,0.696428571428571,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,-0.10588235294117647,0.38754325259515576
5,서울특별시,서울동대문구,1123000000,2018,-0.18987341772151903,0.6677994191644605,0.44642857142857134,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,-0.07058823529411765,0.7058823529411767
6,서울특별시,서울중랑구,1126000000,2018,-0.16455696202531614,0.8823817758472787,1.3035714285714277,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,0.058823529411764705,0.020761245674740504
7,서울특별시,서울성북구,1129000000,2018,-0.29113924050632883,1.0094380912180234,0.7142857142857141,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,-0.058823529411764705,-0.05536332179930786
8,서울특별시,서울강북구,1130500000,2018,-0.01265822784810055,0.555413772377049,0.9821428571428569,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,0.011764705882352941,-0.31141868512110726
9,서울특별시,서울도봉구,1132000000,2018,-0.11392405063291124,0.6341903218715899,0.6071428571428568,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,0.18823529411764706,-0.3875432525951557
10,서울특별시,서울노원구,1135000000,2018,-0.3670886075949366,1.4291491517972639,0.10714285714285737,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,1.4823529411764707,0.1799307958477509
11,서울특별시,서울은평구,1138000000,2018,-0.21518987341772103,1.1935664585955295,-0.4642857142857144,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,0.6470588235294118,-0.08304498269896186
12,서울특별시,서울서대문구,1141000000,2018,-0.22784810126582247,0.5209799119604269,0.053571428571428686,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,0.011764705882352941,0.7474048442906577
13,서울특별시,서울마포구,1144000000,2018,-0.45569620253164494,0.7729372654823017,-1.5892857142857135,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,0.38823529411764707,1.1072664359861595
14,서울특별시,서울양천구,1147000000,2018,-0.48101265822784783,1.1196023241202364,0.6785714285714285,-0.14915254237288156,-0.02709458914603661,-0.32013081395348836,0.49411764705882355,-0.15916955017301038
