시도명,시군구,2020년,,,,,,,,,,,,,2021년,,,,,,,,,,,,,2022년,,,,,,,,,,,,,2023년,,,,,,,,
,,전체,1월('20.1.20.~),2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,전체,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,전체,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,전체,1월,2월,3월,4월,5월,6월,7월,8월 (~'23.8.31.)
경기,군포시, 448 , - , - , 24 , 8 , 6 , 36 , 5 , 49 , 41 , 21 , 23 , 235 ," 3,540 ", 120 , 42 , 77 , 140 , 113 , 94 , 207 , 290 , 385 , 327 , 544 ," 1,201 "," 154,041 "," 1,327 "," 16,067 "," 55,723 "," 20,264 "," 3,903 "," 1,103 "," 6,909 "," 17,332 "," 8,200 "," 4,669 "," 8,127 "," 10,417 "," 27,906 "," 5,771 "," 1,523 "," 1,545 "," 2,111 "," 3,079 "," 2,728 "," 4,527 "," 6,622 "
경기,김포시, 447 , - , 4 , 5 , 5 , 11 , 11 , 5 , 71 , 31 , 10 , 67 , 227 ," 6,302 ", 208 , 189 , 159 , 136 , 94 , 150 , 318 , 512 , 585 , 567 ," 1,071 "," 2,313 "," 290,440 "," 2,859 "," 28,889 "," 106,150 "," 39,232 "," 6,860 "," 1,829 "," 14,285 "," 30,068 "," 15,744 "," 8,175 "," 15,562 "," 20,787 "," 52,446 "," 11,888 "," 3,016 "," 3,195 "," 3,920 "," 5,267 "," 4,465 "," 7,895 "," 12,800 "
경기,남양주시, 719 , - , 2 , 9 , 16 , 9 , 9 , 6 , 99 , 50 , 93 , 65 , 361 ," 9,237 ", 257 , 279 , 228 , 368 , 304 , 329 , 655 , 610 , 869 , 911 ," 1,280 "," 3,147 "," 381,036 "," 3,218 "," 36,672 "," 141,146 "," 51,449 "," 9,578 "," 2,642 "," 18,622 "," 40,518 "," 20,167 "," 11,958 "," 21,139 "," 23,927 "," 68,650 "," 14,256 "," 4,056 "," 4,604 "," 5,417 "," 7,339 "," 6,629 "," 10,967 "," 15,382 "
경기,동두천시, 67 , - , - , - , 5 , - , - , 1 , 6 , 4 , 28 , 6 , 17 ," 2,387 ", 33 , 48 , 263 , 10 , 20 , 37 , 92 , 176 , 342 , 435 , 505 , 426 ," 46,361 ", 762 ," 5,092 "," 15,524 "," 7,265 "," 1,327 ", 337 ," 1,711 "," 5,189 "," 2,507 "," 1,524 "," 2,462 "," 2,661 "," 8,059 "," 1,677 ", 625 , 462 , 832 , 938 , 575 ," 1,046 "," 1,904 "
경기,부천시," 1,166 ", - , 9 , 60 , 6 , 39 , 47 , 23 , 72 , 95 , 62 , 114 , 639 ," 11,253 ", 344 , 337 , 156 , 307 , 321 , 261 , 759 , 715 ," 1,034 ", 965 ," 2,031 "," 4,023 "," 427,063 "," 3,112 "," 37,897 "," 154,113 "," 60,340 "," 11,103 "," 2,757 "," 19,458 "," 46,706 "," 24,425 "," 12,862 "," 23,771 "," 30,519 "," 78,963 "," 17,598 "," 4,406 "," 3,933 "," 5,605 "," 8,211 "," 7,168 "," 11,849 "," 20,193 "
경기,성남시 분당구, 622 , 1 , 6 , 38 , 7 , 1 , 12 , 9 , 71 , 30 , 43 , 127 , 277 ," 5,738 ", 193 , 181 , 160 , 303 , 236 , 329 , 491 , 506 , 697 , 440 , 771 ," 1,431 "," 299,957 "," 2,710 "," 22,898 "," 94,230 "," 41,571 "," 9,240 "," 3,524 "," 20,253 "," 37,649 "," 16,223 "," 9,715 "," 19,120 "," 22,824 "," 63,046 "," 12,405 "," 3,928 "," 4,374 "," 5,239 "," 6,903 "," 5,924 "," 9,640 "," 14,633 "
경기,성남시 수정구, 360 , - , - , 59 , 2 , 9 , 14 , 5 , 39 , 45 , 9 , 47 , 131 ," 3,525 ", 130 , 71 , 143 , 197 , 170 , 134 , 247 , 232 , 399 , 331 , 466 ," 1,005 "," 128,643 ", 980 ," 9,862 "," 46,597 "," 18,276 "," 3,240 "," 1,028 "," 6,439 "," 15,192 "," 6,764 "," 3,822 "," 7,417 "," 9,026 "," 25,713 "," 4,706 "," 1,473 "," 1,600 "," 1,844 "," 2,752 "," 2,597 "," 4,396 "," 6,345 "
경기,성남시 중원구, 220 , - , - , 10 , 7 , - , 14 , - , 22 , 12 , 8 , 48 , 99 ," 3,587 ", 106 , 53 , 136 , 167 , 166 , 112 , 210 , 288 , 482 , 269 , 447 ," 1,151 "," 106,936 "," 1,011 "," 10,736 "," 43,395 "," 14,517 "," 2,482 ", 618 ," 4,312 "," 10,972 "," 5,014 "," 2,544 "," 5,056 "," 6,279 "," 17,592 "," 3,129 ", 959 ," 1,068 "," 1,380 "," 1,959 "," 1,714 "," 2,992 "," 4,391 "
경기,수원시 권선구, 169 , - , 1 , 9 , 2 , 1 , 3 , 1 , 16 , 23 , 10 , 10 , 93 ," 3,059 ", 182 , 109 , 104 , 85 , 75 , 78 , 193 , 331 , 230 , 374 , 562 , 736 ," 193,450 "," 1,005 "," 13,229 "," 66,246 "," 28,325 "," 5,326 "," 1,704 "," 9,305 "," 23,585 "," 11,168 "," 6,114 "," 11,955 "," 15,488 "," 38,669 "," 8,303 "," 2,092 "," 2,331 "," 2,635 "," 3,903 "," 3,336 "," 6,158 "," 9,911 "
경기,수원시 영통구, 208 , - , 3 , 11 , 2 , 4 , 19 , 4 , 33 , 13 , 9 , 17 , 93 ," 3,040 ", 101 , 52 , 102 , 150 , 88 , 82 , 258 , 326 , 377 , 289 , 366 , 849 ," 217,157 "," 1,415 "," 13,827 "," 63,254 "," 32,901 "," 7,231 "," 2,482 "," 13,416 "," 28,750 "," 12,566 "," 7,201 "," 14,380 "," 19,734 "," 45,968 "," 10,515 "," 2,719 "," 3,109 "," 3,554 "," 4,956 "," 3,975 "," 6,805 "," 10,335 "
경기,수원시 장안구, 215 , - , 5 , 9 , 7 , 4 , 7 , 7 , 27 , 22 , 6 , 13 , 108 ," 2,640 ", 101 , 51 , 68 , 60 , 67 , 105 , 183 , 358 , 317 , 274 , 317 , 739 ," 149,240 ", 905 ," 12,219 "," 50,842 "," 21,756 "," 3,835 "," 1,116 "," 7,237 "," 18,526 "," 8,470 "," 4,438 "," 8,776 "," 11,120 "," 29,334 "," 6,132 "," 1,663 "," 1,799 "," 2,153 "," 3,156 "," 2,449 "," 4,619 "," 7,363 "
경기,수원시 팔달구, 181 , - , 2 , 3 , - , 1 , 11 , 4 , 25 , 13 , 6 , 17 , 99 ," 3,216 ", 68 , 35 , 67 , 123 , 60 , 99 , 204 , 332 , 480 , 423 , 443 , 882 ," 131,632 "," 1,124 "," 13,333 "," 51,880 "," 16,580 "," 2,915 ", 867 ," 5,620 "," 13,727 "," 6,570 "," 3,594 "," 6,844 "," 8,578 "," 22,984 "," 4,707 "," 1,289 "," 1,458 "," 1,755 "," 2,469 "," 1,936 "," 3,653 "," 5,717 "
경기,시흥시, 470 , - , 2 , 3 , 2 , 2 , 16 , 9 , 48 , 54 , 15 , 50 , 269 ," 6,783 ", 122 , 69 , 125 , 181 , 106 , 148 , 593 , 722 , 792 , 945 ," 1,071 "," 1,909 "," 302,311 "," 3,225 "," 29,155 "," 108,044 "," 42,083 "," 6,962 "," 1,894 "," 12,569 "," 33,401 "," 16,760 "," 8,702 "," 16,660 "," 22,856 "," 54,113 "," 12,297 "," 3,105 "," 2,892 "," 3,408 "," 5,235 "," 4,545 "," 8,257 "," 14,374 "
경기,안산시 단원구, 358 , - , - , 10 , - , - , 9 , 13 , 30 , 39 , 4 , 19 , 234 ," 6,680 ", 192 , 144 , 143 , 162 , 106 , 95 , 577 , 611 , 976 ," 1,172 ", 995 ," 1,507 "," 186,436 "," 1,678 "," 18,932 "," 66,343 "," 27,564 "," 4,809 "," 1,126 "," 6,823 "," 20,489 "," 11,124 "," 5,033 "," 9,334 "," 13,181 "," 30,307 "," 6,924 "," 1,682 "," 1,651 "," 1,898 "," 3,110 "," 2,429 "," 4,245 "," 8,368 "
경기,안산시 상록구, 319 , - , - , 5 , 1 , - , 8 , 12 , 28 , 26 , 8 , 39 , 192 ," 4,178 ", 130 , 93 , 55 , 95 , 61 , 92 , 331 , 528 , 618 , 676 , 484 ," 1,015 "," 161,084 "," 1,289 "," 15,718 "," 58,275 "," 22,530 "," 3,851 ", 883 ," 5,924 "," 18,528 "," 9,745 "," 4,520 "," 8,453 "," 11,368 "," 25,949 "," 5,876 "," 1,413 "," 1,477 "," 1,741 "," 2,758 "," 1,996 "," 3,925 "," 6,763 "
경기,안성시, 98 , - , 2 , 2 , 2 , 3 , 1 , 6 , 11 , 8 , 5 , 16 , 42 ," 1,779 ", 93 , 23 , 136 , 62 , 95 , 99 , 76 , 128 , 184 , 141 , 165 , 577 ," 99,064 ", 951 ," 8,079 "," 32,745 "," 15,593 "," 3,175 ", 706 ," 3,715 "," 12,620 "," 5,739 "," 2,814 "," 5,459 "," 7,468 "," 16,441 "," 3,790 ", 979 ," 1,110 "," 1,344 "," 1,581 "," 1,281 "," 2,532 "," 3,824 "
경기,안양시 동안구, 363 , - , 4 , 5 , 2 , 5 , 17 , 6 , 41 , 35 , 30 , 36 , 182 ," 3,933 ", 156 , 103 , 95 , 136 , 113 , 121 , 379 , 255 , 354 , 342 , 596 ," 1,283 "," 186,420 "," 1,700 "," 16,522 "," 64,166 "," 25,499 "," 4,673 "," 1,473 "," 10,168 "," 21,518 "," 9,708 "," 6,094 "," 11,520 "," 13,379 "," 38,645 "," 7,550 "," 2,134 "," 2,252 "," 3,043 "," 4,584 "," 3,340 "," 6,216 "," 9,526 "
경기,안양시 만안구, 351 , - , 1 , 5 , 4 , 2 , 15 , 3 , 26 , 24 , 36 , 34 , 201 ," 3,599 ", 74 , 59 , 53 , 122 , 83 , 70 , 348 , 279 , 268 , 293 , 478 ," 1,472 "," 126,176 "," 1,164 "," 11,650 "," 48,040 "," 18,205 "," 2,993 ", 803 ," 5,562 "," 13,668 "," 6,134 "," 3,480 "," 6,452 "," 8,025 "," 22,472 "," 4,257 "," 1,126 "," 1,263 "," 1,792 "," 2,834 "," 2,036 "," 3,616 "," 5,548 "
경기,양주시, 195 , - , - , - , 4 , 4 , 1 , 5 , 18 , 14 , 33 , 17 , 99 ," 3,071 ", 110 , 81 , 82 , 49 , 59 , 53 , 264 , 372 , 292 , 346 , 506 , 857 ," 123,548 "," 1,062 "," 10,654 "," 43,901 "," 17,311 "," 3,692 "," 1,318 "," 5,840 "," 13,814 "," 7,504 "," 3,824 "," 6,921 "," 7,707 "," 22,007 "," 4,453 "," 1,352 "," 1,455 "," 1,601 "," 2,327 "," 2,137 "," 3,316 "," 5,366 "
경기,양평군, 202 , - , - , - , - , 1 , - , - , 78 , 12 , 15 , 5 , 91 ," 1,404 ", 26 , 13 , 64 , 39 , 44 , 14 , 54 , 52 , 64 , 66 , 254 , 714 ," 57,806 ", 351 ," 4,246 "," 18,413 "," 8,792 "," 1,627 ", 749 ," 3,222 "," 7,187 "," 3,311 "," 1,822 "," 3,358 "," 4,728 "," 10,899 "," 2,354 ", 551 , 518 , 912 ," 1,173 ", 796 ," 1,728 "," 2,867 "
경기,여주시, 144 , - , - , - , - , - , - , 2 , 11 , 2 , 28 , 16 , 85 ," 1,140 ", 28 , 43 , 44 , 24 , 79 , 53 , 31 , 177 , 83 , 109 , 146 , 323 ," 57,569 ", 246 ," 5,102 "," 22,923 "," 8,544 "," 1,411 ", 449 ," 1,885 "," 6,037 "," 2,786 "," 1,730 "," 2,660 "," 3,796 "," 8,859 "," 2,262 ", 498 , 494 , 632 , 677 , 699 ," 1,403 "," 2,194 "
경기,연천군, 115 , - , 1 , - , - , - , - , - , 12 , 4 , - , 71 , 27 , 629 , 1 , 11 , 59 , 5 , 18 , 14 , 42 , 32 , 51 , 123 , 157 , 116 ," 24,614 ", 262 ," 1,476 "," 6,827 "," 3,965 ", 914 , 823 ," 2,141 "," 3,583 "," 1,420 ", 726 ," 1,426 "," 1,051 "," 3,363 ", 556 , 285 , 216 , 260 , 264 , 288 , 657 , 837 
경기,오산시, 137 , - , - , 4 , 3 , - , 1 , 2 , 13 , 9 , 7 , 43 , 55 ," 2,197 ", 104 , 45 , 78 , 71 , 42 , 29 , 152 , 252 , 225 , 320 , 294 , 585 ," 144,222 "," 1,477 "," 12,455 "," 48,704 "," 21,114 "," 3,788 "," 1,028 "," 7,352 "," 17,447 "," 8,234 "," 3,851 "," 8,308 "," 10,464 "," 26,248 "," 6,139 "," 1,665 "," 1,473 "," 1,744 "," 2,757 "," 2,261 "," 3,914 "," 6,295 "
경기,용인시 기흥구, 444 , - , 2 , 22 , 5 , 5 , 13 , 11 , 92 , 31 , 23 , 63 , 177 ," 3,939 ", 177 , 113 , 190 , 124 , 118 , 144 , 307 , 408 , 386 , 359 , 505 ," 1,108 "," 231,499 "," 1,905 "," 18,272 "," 70,568 "," 33,761 "," 7,402 "," 2,224 "," 13,813 "," 28,686 "," 12,304 "," 7,545 "," 15,775 "," 19,244 "," 46,932 "," 9,984 "," 2,646 "," 3,148 "," 3,725 "," 5,425 "," 3,947 "," 7,338 "," 10,719 "
경기,용인시 수지구, 378 , - , 3 , 14 , 8 , 3 , 10 , 11 , 66 , 15 , 13 , 51 , 184 ," 4,127 ", 207 , 83 , 118 , 214 , 139 , 161 , 288 , 363 , 493 , 263 , 441 ," 1,357 "," 194,903 "," 2,216 "," 13,370 "," 63,234 "," 28,173 "," 6,089 "," 1,964 "," 12,710 "," 23,200 "," 9,975 "," 6,417 "," 12,757 "," 14,798 "," 36,086 "," 7,361 "," 2,227 "," 2,608 "," 2,765 "," 3,830 "," 3,244 "," 5,608 "," 8,443 "
경기,용인시 처인구, 144 , - , - , 8 , - , 3 , 3 , 1 , 23 , 11 , 4 , 32 , 59 ," 3,127 ", 63 , 59 , 110 , 86 , 93 , 128 , 137 , 277 , 341 , 489 , 438 , 906 ," 174,195 "," 1,726 "," 19,896 "," 68,982 "," 21,865 "," 4,208 "," 1,138 "," 7,312 "," 18,138 "," 8,127 "," 3,825 "," 8,889 "," 10,089 "," 24,855 "," 5,438 "," 1,417 "," 1,715 "," 1,803 "," 2,590 "," 2,062 "," 3,724 "," 6,106 "
경기,의왕시, 131 , - , - , 5 , - , 3 , 2 , 1 , 6 , 6 , 3 , 18 , 87 ," 1,777 ", 49 , 31 , 28 , 69 , 50 , 36 , 121 , 103 , 148 , 86 , 280 , 776 ," 94,795 ", 811 ," 10,002 "," 36,331 "," 13,028 "," 2,332 ", 668 ," 4,290 "," 9,651 "," 4,158 "," 2,561 "," 4,858 "," 6,105 "," 13,638 "," 2,810 ", 743 , 843 ," 1,035 "," 1,630 "," 1,191 "," 2,014 "," 3,372 "
경기,의정부시, 690 , - , - , 6 , 30 , 2 , 8 , 25 , 55 , 43 , 90 , 96 , 335 ," 6,376 ", 173 , 86 , 133 , 143 , 198 , 196 , 402 , 380 , 630 , 748 ," 1,026 "," 2,261 "," 252,968 "," 2,576 "," 24,989 "," 94,164 "," 33,752 "," 5,474 "," 1,461 "," 11,069 "," 26,790 "," 13,815 "," 8,443 "," 14,721 "," 15,714 "," 47,264 "," 9,164 "," 2,780 "," 3,082 "," 3,523 "," 5,492 "," 4,204 "," 7,574 "," 11,445 "
경기,이천시, 168 , - , 6 , 3 , 1 , - , 5 , 2 , 17 , 33 , 6 , 15 , 80 ," 3,183 ", 75 , 49 , 286 , 98 , 205 , 167 , 169 , 283 , 415 , 344 , 369 , 723 ," 139,796 ", 957 ," 12,277 "," 49,846 "," 19,605 "," 3,670 "," 1,012 "," 6,155 "," 17,846 "," 6,679 "," 3,765 "," 8,130 "," 9,854 "," 21,252 "," 4,642 "," 1,137 "," 1,536 "," 1,825 "," 2,127 "," 1,527 "," 3,569 "," 4,889 "
경기,파주시, 507 , - , 2 , 2 , 1 , 3 , 6 , 9 , 76 , 21 , 6 , 59 , 322 ," 4,991 ", 137 , 113 , 133 , 134 , 100 , 102 , 242 , 475 , 381 , 717 , 900 ," 1,557 "," 275,811 "," 1,821 "," 26,401 "," 90,090 "," 38,946 "," 8,457 "," 3,414 "," 19,262 "," 28,837 "," 13,769 "," 8,721 "," 16,015 "," 20,078 "," 49,831 "," 10,633 "," 2,642 "," 2,880 "," 3,601 "," 5,032 "," 4,969 "," 7,864 "," 12,210 "
경기,평택시, 819 , - , 3 , 13 , 25 , 7 , 11 , 86 , 100 , 67 , 69 , 121 , 317 ," 8,590 ", 437 , 213 , 272 , 161 , 172 , 169 , 620 ," 1,011 "," 1,138 ", 925 , 820 ," 2,652 "," 358,424 "," 9,767 "," 30,073 "," 127,823 "," 47,955 "," 9,154 "," 3,020 "," 16,053 "," 41,299 "," 19,661 "," 9,897 "," 19,277 "," 24,445 "," 59,809 "," 12,592 "," 3,818 "," 3,851 "," 4,249 "," 5,847 "," 5,129 "," 9,863 "," 14,460 "
경기,포천시, 296 , - , 4 , 4 , 13 , - , 1 , 19 , 24 , 12 , 61 , 47 , 111 ," 1,738 ", 12 , 31 , 95 , 69 , 30 , 27 , 58 , 147 , 220 , 198 , 326 , 525 ," 76,568 ", 808 ," 7,979 "," 25,625 "," 11,400 "," 2,583 ", 830 ," 3,223 "," 8,610 "," 4,584 "," 2,435 "," 4,303 "," 4,188 "," 12,320 "," 2,391 ", 762 , 807 , 857 ," 1,521 ", 991 ," 1,652 "," 3,339 "
경기,하남시, 265 , - , - , 1 , 6 , 4 , 1 , 1 , 27 , 18 , 10 , 30 , 167 ," 4,270 ", 64 , 62 , 113 , 139 , 136 , 159 , 313 , 386 , 427 , 361 , 529 ," 1,581 "," 177,721 "," 1,344 "," 17,857 "," 66,893 "," 22,609 "," 4,166 "," 1,340 "," 9,870 "," 18,825 "," 8,072 "," 4,915 "," 9,905 "," 11,925 "," 33,913 "," 6,569 "," 2,002 "," 2,376 "," 2,474 "," 3,677 "," 3,073 "," 5,544 "," 8,198 "
경기,화성시, 398 , - , 3 , 14 , 5 , 4 , 14 , 8 , 49 , 36 , 20 , 69 , 176 ," 8,756 ", 185 , 150 , 303 , 254 , 136 , 204 , 572 ," 1,299 "," 1,610 "," 1,053 "," 1,021 "," 1,969 "," 564,132 "," 4,635 "," 46,159 "," 189,984 "," 85,694 "," 15,390 "," 4,697 "," 29,880 "," 64,946 "," 29,302 "," 15,979 "," 33,306 "," 44,160 "," 104,847 "," 23,674 "," 6,670 "," 6,621 "," 6,901 "," 10,553 "," 8,773 "," 16,368 "," 25,287 "
강원,합계," 1,207 ", - , 7 , 29 , 17 , 4 , 8 , 9 , 115 , 35 , 55 , 373 , 555 ," 11,198 ", 488 , 169 , 466 , 354 , 501 , 374 , 934 , 967 , 977 , 762 ," 1,440 "," 3,766 "," 847,429 "," 3,575 "," 44,901 "," 273,256 "," 146,314 "," 34,054 "," 10,701 "," 41,384 "," 111,505 "," 48,205 "," 28,704 "," 52,116 "," 52,714 "," 145,993 "," 28,995 "," 8,686 "," 7,628 "," 9,056 "," 14,456 "," 12,002 "," 25,734 "," 39,436 "
강원,강릉시, 117 , - , 1 , 7 , 1 , 1 , - , 3 , 5 , 3 , 8 , 8 , 80 ," 1,568 ", 33 , 17 , 24 , 88 , 155 , 28 , 340 , 205 , 163 , 54 , 92 , 369 ," 115,513 ", 394 ," 5,847 "," 36,909 "," 18,868 "," 4,000 "," 1,085 "," 5,964 "," 17,725 "," 6,292 "," 3,894 "," 7,379 "," 7,156 "," 21,863 "," 4,572 "," 1,228 ", 741 , 686 ," 1,929 "," 1,935 "," 4,340 "," 6,432 "
강원,고성군, 2 , - , - , - , - , - , - , - , 1 , - , 1 , - , - , 225 , 5 , 8 , 14 , 3 , 1 , 1 , 4 , 18 , 22 , 15 , 29 , 105 ," 13,759 ", 69 , 695 ," 3,758 "," 2,577 ", 785 , 355 ," 1,211 "," 1,811 ", 550 , 281 , 766 , 901 ," 2,379 ", 524 , 193 , 147 , 78 , 168 , 239 , 379 , 651 
강원,동해시, 133 , - , - , - , - , - , - , - , - , 1 , - , 1 , 131 , 663 , 102 , 13 , 69 , 20 , 32 , 9 , 30 , 108 , 41 , 14 , 18 , 207 ," 47,787 ", 215 ," 2,871 "," 15,159 "," 8,309 "," 1,879 ", 491 ," 2,055 "," 6,152 "," 2,934 "," 2,021 "," 2,824 "," 2,877 "," 10,221 "," 1,964 ", 546 , 253 , 511 ," 1,411 ", 990 ," 1,953 "," 2,593 "
강원,삼척시, 7 , - , 1 , - , - , - , - , - , - , - , - , 2 , 4 , 185 , 6 , 1 , 4 , 4 , 4 , 1 , 22 , 13 , 24 , 13 , 42 , 51 ," 28,749 ", 36 ," 1,727 "," 9,859 "," 5,075 "," 1,176 ", 195 ," 1,077 "," 3,860 "," 1,489 "," 1,120 "," 1,669 "," 1,466 "," 4,266 ", 926 , 280 , 232 , 192 , 376 , 368 , 778 ," 1,114 "
강원,속초시, 55 , - , 2 , 1 , - , - , - , 2 , 1 , - , - , 28 , 21 ," 1,080 ", 47 , 19 , 117 , 16 , 13 , 26 , 59 , 113 , 171 , 47 , 75 , 377 ," 45,886 ", 200 ," 3,136 "," 14,453 "," 7,540 "," 1,570 ", 375 ," 2,615 "," 7,126 "," 2,153 "," 1,177 "," 2,703 "," 2,838 "," 6,955 "," 1,570 ", 426 , 388 , 276 , 659 , 569 ," 1,126 "," 1,941 "
강원,양구군, 9 , - , - , - , - , - , - , - , - , - , - , 2 , 7 , 178 , 3 , - , - , - , - , 3 , 6 , 6 , 44 , 12 , 26 , 78 ," 15,504 ", 80 , 439 ," 4,414 "," 2,951 ", 511 , 414 ," 1,126 "," 2,019 ", 958 , 428 ," 1,090 "," 1,074 "," 2,830 ", 504 , 139 , 116 , 123 , 180 , 278 , 517 , 973 
강원,양양군, 6 , - , - , - , 1 , - , - , - , 1 , 1 , - , 2 , 1 , 266 , 7 , - , 13 , 17 , 4 , 2 , 83 , 21 , 15 , 6 , 26 , 72 ," 12,973 ", 44 , 613 ," 3,740 "," 2,392 ", 446 , 210 , 840 ," 2,029 ", 860 , 373 , 742 , 684 ," 1,957 ", 532 , 109 , 59 , 143 , 173 , 102 , 196 , 643 
강원,영월군, 29 , - , - , - , 1 , - , - , 2 , 2 , - , 1 , 11 , 12 , 181 , 24 , - , 4 , 3 , 4 , 1 , 7 , 18 , 12 , 14 , 3 , 91 ," 15,895 ", 46 , 715 ," 4,932 "," 3,026 ", 578 , 125 , 607 ," 2,226 "," 1,048 ", 624 , 881 ," 1,087 "," 2,842 ", 545 , 248 , 207 , 223 , 206 , 178 , 571 , 664 
강원,원주시, 319 , - , 1 , 16 , 2 , 2 , 4 , 1 , 80 , 17 , 31 , 80 , 85 ," 2,760 ", 128 , 26 , 68 , 99 , 97 , 68 , 168 , 178 , 247 , 307 , 446 , 928 ," 205,008 "," 1,077 "," 11,260 "," 68,431 "," 34,239 "," 7,141 "," 1,985 "," 8,846 "," 25,675 "," 11,549 "," 6,884 "," 14,089 "," 13,832 "," 36,123 "," 6,741 "," 2,087 "," 2,191 "," 2,504 "," 3,808 "," 2,850 "," 6,728 "," 9,214 "
강원,인제군, 37 , - , - , 1 , - , - , - , - , - , - , - , 34 , 2 , 107 , 5 , 2 , 2 , 3 , 5 , 7 , 4 , 7 , 34 , 6 , 5 , 27 ," 21,267 ", 26 , 544 ," 6,116 "," 4,251 "," 1,093 ", 648 ," 1,241 "," 2,770 "," 1,302 ", 738 ," 1,181 "," 1,357 "," 4,009 ", 633 , 139 , 171 , 420 , 334 , 387 , 644 ," 1,281 "
강원,정선군, 19 , - , - , - , - , - , - , - , - , - , - , - , 19 , 148 , - , 19 , 9 , 6 , 2 , - , 6 , 34 , 19 , 13 , 6 , 34 ," 13,197 ", 92 , 527 ," 3,907 "," 2,611 ", 566 , 68 , 527 ," 1,769 ", 889 , 520 ," 1,113 ", 608 ," 2,048 ", 484 , 136 , 85 , 66 , 209 , 180 , 312 , 576 
강원,철원군, 182 , - , - , - , 9 , 1 , 1 , - , 3 , - , - , 114 , 54 , 326 , 28 , 13 , - , 7 , 32 , - , 7 , 11 , 15 , 11 , 102 , 100 ," 27,797 ", 111 ," 1,344 "," 7,452 "," 5,419 "," 2,360 ", 899 ," 1,453 "," 3,467 "," 1,666 ", 870 ," 1,313 "," 1,443 "," 4,124 ", 689 , 368 , 328 , 508 , 388 , 225 , 685 , 933 
강원,춘천시, 159 , - , 2 , 3 , 2 , - , 3 , - , 17 , 3 , 1 , 52 , 76 ," 1,859 ", 37 , 17 , 29 , 23 , 73 , 174 , 76 , 123 , 88 , 139 , 350 , 730 ," 170,404 ", 770 ," 9,344 "," 59,549 "," 28,214 "," 5,825 "," 1,915 "," 8,248 "," 20,006 "," 9,834 "," 6,379 "," 9,779 "," 10,541 "," 28,829 "," 5,793 "," 1,506 "," 1,743 "," 2,307 "," 3,128 "," 2,550 "," 4,628 "," 7,174 "
강원,태백시, 4 , - , - , 1 , - , - , - , - , - , - , - , 1 , 2 , 290 , 1 , 1 , 2 , - , 18 , 11 , 27 , 17 , 32 , 46 , 78 , 57 ," 21,770 ", 50 ," 1,701 "," 7,955 "," 3,923 ", 759 , 78 , 435 ," 2,226 "," 1,515 ", 796 ," 1,419 ", 913 ," 3,069 ", 740 , 260 , 131 , 148 , 245 , 181 , 429 , 935 
강원,평창군, 24 , - , - , - , - , - , - , 1 , - , - , - , 3 , 20 , 262 , 14 , 1 , 85 , 25 , 26 , 6 , 11 , 5 , 15 , 16 , 13 , 45 ," 15,478 ", 66 , 874 ," 5,524 "," 2,606 ", 548 , 52 , 507 ," 1,771 ", 884 , 573 ," 1,150 ", 923 ," 2,244 ", 612 , 123 , 90 , 176 , 171 , 121 , 338 , 613 
강원,홍천군, 75 , - , - , - , - , - , - , - , 3 , 8 , 13 , 24 , 27 , 673 , 43 , 8 , 23 , 23 , 34 , 24 , 58 , 43 , 12 , 30 , 66 , 309 ," 35,711 ", 185 ," 1,618 "," 9,894 "," 6,719 "," 1,517 ", 639 ," 2,165 "," 5,325 "," 2,070 ", 893 ," 2,070 "," 2,616 "," 6,035 "," 1,228 ", 421 , 418 , 259 , 430 , 393 ," 1,025 "," 1,861 "
강원,화천군, 16 , - , - , - , - , - , - , - , 1 , 1 , - , 9 , 5 , 206 , 3 , 13 , 2 , 1 , - , 1 , 19 , 27 , 5 , 5 , 34 , 96 ," 20,949 ", 50 , 597 ," 4,838 "," 4,293 "," 2,687 "," 1,028 "," 1,477 "," 2,838 ", 917 , 405 , 685 ," 1,134 "," 3,034 ", 455 , 193 , 156 , 152 , 347 , 173 , 607 , 951 
강원,횡성군, 14 , - , - , - , 1 , - , - , - , 1 , 1 , - , 2 , 9 , 221 , 2 , 11 , 1 , 16 , 1 , 12 , 7 , 20 , 18 , 14 , 29 , 90 ," 19,782 ", 64 ," 1,049 "," 6,366 "," 3,301 ", 613 , 139 , 990 ," 2,710 "," 1,295 ", 728 ," 1,263 "," 1,264 "," 3,165 ", 483 , 284 , 172 , 284 , 294 , 283 , 478 , 887 
충북,합계," 1,163 ", - , 10 , 34 , 1 , 15 , 4 , 9 , 55 , 43 , 18 , 138 , 836 ," 10,335 ", 411 , 182 , 434 , 438 , 315 , 363 , 544 ," 1,302 "," 1,192 "," 1,556 ", 945 ," 2,653 "," 900,824 "," 3,783 "," 53,197 "," 302,454 "," 150,812 "," 31,545 "," 7,802 "," 42,555 "," 118,119 "," 53,556 "," 25,425 "," 50,996 "," 60,580 "," 163,137 "," 33,411 "," 10,898 "," 10,448 "," 10,686 "," 16,093 "," 12,399 "," 26,383 "," 42,819 "
