"No","회계연도","지역명","자치단체코드","자치단체명","시설유형","시설구분","시설명","건립일","운영방식","건물면적","토지면적","관리인력","연간이용인원","건립비용","취득가액","감가상각액","감가상각누계액","장부가액","내용연수","비용","수익","순수익"
"87","2019","부산","2600000","부산본청","체육시설","육상경기장","아시아드주경기장","2001.09.01","직영","103163","114098","70","696911","230612000000","230612000000","5765300000","33151300000","197460700000","40","8217976230","7068017820","-1149958410"
"88","2019","부산","2600000","부산본청","문화시설","미술관","현대미술관","2017.03.08","직영","15311.81","29900","51","337930","43000000000","39879772980","292374951","1456057645","38423715335","40","6799101240","205745290","-6593355950"
"89","2019","부산","2600000","부산본청","체육시설","체육관","금정체육공원","2002.07.31","위탁","21075","7354","8","370747","41800000000","41800000000","1045000000","18810000000","22990000000","40","5870203706","2742497432","-3127706274"
"90","2019","부산","2600000","부산본청","체육시설","싸이클경기장","금정체육공원","2002.07.31","위탁","36542","19769","82","337101","75232000000","75232000000","1880000000","33852000000","41380000000","40","22355522782","21408852500","-946670282"
"91","2019","부산","2600000","부산본청","문화시설","문화예술회관","영화의전당","2011.09.28","위탁","54335","32137","88","829576","167850000000","167850000000","3413353236","27430256907","140419743093","40","11761477623","4107697922","-7653779701"
"92","2019","부산","2600000","부산본청","문화시설","미술관","부산광역시립미술관","1998.03.20","직영","22826.53","27191.5","59","379910","42073000000","42072564850","154202890","24437482126","17635082724","40","7005339000","391206000","-6614133000"
"93","2019","부산","2600000","부산본청","문화시설","문화예술회관","부산문화회관","1988.07.25","위탁","44742","48424","61","278555","44600000000","44600000000","870697742","31466395117","13133604883","40","11472434021","3183494576","-8288939445"
"94","2019","부산","2600000","부산본청","체육시설","체육관","기장체육관","2002.08.01","직영","21471","61135","20","171830","48010000000","48010000000","282330674","5199589913","42810410087","40","2271330350","109286200","-2162044150"
"95","2019","부산","2600000","부산본청","체육시설","체육관","강서체육공원 체육관","2002.08.01","직영","21440","12236","25","1121770","32931000000","32931000000","226380912","3739298523","29191701477","40","4391244650","1171338000","-3219906650"
"96","2019","부산","2600000","부산본청","체육시설","요트장","요트경기장","1986.04.03","직영","14013","138561","37","372936","70826000000","70826000000","44483371","1397468757","70781516629","40","2554702850","2241746000","-312956850"
"97","2019","부산","2600000","부산본청","체육시설","수영장","종합운동장실내수영장","1989.02.01","직영","18149","25411","35","570648","23090000000","23090000000","184908632","5716758545","17373241455","40","3986808470","1435798990","-2551009480"
"98","2019","부산","2613000","부산동구","체육시설","기타체육시설","동구국민체육문예센터","2017.08.24","위탁","5719","2818","62","38665","18500000000","13310192420","332754810","804157457","12506034963","40","1193295610","942600790","-250694820"
"99","2019","부산","2614000","부산영도구","체육시설","체육관","영도국민체육센터","2009.10.19","위탁","7890","26987","68","785627","11500000000","11187228960","279686961","2866541847","8320687113","40","1953547702","1971018514","17470812"
"100","2019","부산","2614000","부산영도구","문화시설","문화예술회관","영도문화예술회관","2009.10.19","직영","3538","26987","21","26654","11361000000","11361000000","264293750","2626793750","8734206250","40","2045000000","95000000","-1950000000"
"101","2019","부산","2615000","부산부산진구","체육시설","기타체육시설","부산진구 국민체육센터","2017.07.14","위탁","3704","5809","24","20000","13637335270","13637335270","332897156","817773673","12819561597","25","1401672393","1405276680","3604287"
"102","2019","부산","2616000","부산동래구","문화시설","문화예술회관","동래문화회관","1999.10.22","직영","5539.51","10957","25","129069","12691314000","12691314000","64639155","1158158787","11533155213","40","830353790","175685850","-654667940"
"103","2019","부산","2616000","부산동래구","체육시설","체육관","동래구국민체육센터","2014.06.26","위탁","4869","1822","33","430839","14127000000","14127000000","216926559","1229539182","12897460818","40","36452000","6009350","-30442650"
"104","2019","부산","2617000","부산남구","체육시설","빙상장","남구실내빙상장","2018.04.28","직영","3606","83122","19","53896","11000000000","10871599040","281159999","562399047","10309199993","40","1305500000","656327000","-649173000"
"105","2019","부산","2617000","부산남구","체육시설","기타체육시설","분포문화체육센터","2018.03.16","직영","731.57","10052","13","9898","11933704540","11933704540","245172635","449483164","11484221376","40","525784000","410786000","-114998000"
"106","2019","부산","2617000","부산남구","체육시설","기타체육시설","남구국민체육센터","2010.01.15","직영","5559","10900","77","93337","10959069730","10959069730","276803915","2654952271","8304117459","40","3178599000","3174308000","-4291000"
"107","2019","부산","2618000","부산북구","기타시설","기타시설","부산북구빙상센터","2005.07.13","직영","8295.71","33402","21","239297","23100000000","23100000000","502503139","7537547084","15562452916","40","2444783000","883050240","-1561732760"
"108","2019","부산","2619000","부산해운대구","문화시설","문화예술회관","해운대문화회관","2006.09.28","직영","6514.75","3686.56","22","148522","11425266520","11425266520","230581446","2970613486","8454653034","50","1924741590","380330710","-1544410880"
"109","2019","부산","2619000","부산해운대구","기타시설","기타시설","해운대구문화복합센터","2013.10.30","직영","8263.84","3965","4","276135","12509281400","12509281400","312732035","1928514216","10580767184","40","899388840","82844414","-816544426"
"110","2019","부산","2619000","부산해운대구","문화시설","공립도서관","해운대도서관","2010.02.12","위탁","8555","4970.4","33","1756488","14761439000","14761439000","369035975","3659606752","11101832248","40","381595290","3261600","-378333690"
"111","2019","부산","2620000","부산사하구","체육시설","체육관","사하구 국민체육센터","2006.04.07","위탁","7251","3656","60","935000","13700000000","13700000000","242196351","3310016794","10389983206","40","2674487000","2501204000","-173283000"
"112","2019","부산","2620000","부산사하구","문화시설","문화예술회관","을숙도문화회관","2002.10.05","직영","10273","33058","18","90688","23182342000","23182342000","97851121","1646408897","21535933103","40","1869127610","133245030","-1735882580"
"113","2019","부산","2620000","부산사하구","체육시설","체육관","서부산권 장애인스포츠센터","2018.10.31","위탁","4007","11107","39","133300","13200000000","13200000000","532069013","532069013","12765905437","40","1163260878","928395218","-234865660"
"114","2019","부산","2621000","부산금정구","문화시설","문화예술회관","금정문화회관","2000.03.31","직영","16603","15922.5","23","107477","27660000000","27660000000","691500000","13830000000","13830000000","40","4557878030","517794690","-4040083340"
"115","2019","부산","2622000","부산강서구","체육시설","체육관","강서구 국민체육센터","2013.02.06","위탁","5111","7471","28","38860","15530000000","15530000000","388250000","2685395833","12844604167","40","1182673310","1214225170","31551860"
"116","2019","부산","2623000","부산연제구","복지시설","종합사회복지관","거제종합사회복지관","2012.12.11","위탁","3656.29","2297.3","16","241119","10609000000","10402477080","152627021","1081108065","9321369015","40","1199205000","1455184184","255979184"
"117","2019","부산","2623000","부산연제구","체육시설","기타체육시설","연제구국민체육센터","2013.09.05","직영","7693.74","17286","10","336247","14517175360","14130928910","354513154","2156578366","11974350544","40","2017563297","1740174560","-277388737"
"118","2019","부산","2624000","부산수영구","체육시설","체육관","수영구 국민체육센터","2019.06.18","위탁","4995.5","9957.5","61","22347","18224630850","18224630850","37967980","37967980","18186662870","40","18224630850","0","-18224630850"
"119","2019","부산","2625000","부산사상구","기타시설","기타시설","사상구 다누림센터","2012.03.13","위탁","18019.76","6520.1","117","653188","28652000000","28652000000","579728682","4157697330","24494302670","40","6617000000","3539000000","-3078000000"
"120","2019","부산","2671000","부산기장군","체육시설","체육관","국민체육공원 월드컵빌리지","2012.08.30","위탁","5085","249291","16","337549","129894000000","23212449390","261012311","1860862052","21351587338","40","2109208360","1128321730","-980886630"
"121","2019","대구","2700000","대구본청","문화시설","미술관","대구미술관","2010.03.19","직영","21701","71202","60","238728","67569000000","55654911831","1391372796","12522355162","43132556669","40","7539968437","112550952","-7427417485"
"122","2019","대구","2700000","대구본청","문화시설","문화예술회관","대구오페라하우스","2003.08.07","위탁","17269","8659","33","94575","44000000000","44000000000","234235531","3826434747","40173565253","40","9222743026","784563172","-8438179854"
"123","2019","대구","2700000","대구본청","체육시설","야구장","대구삼성라이온즈파크","2016.02.25","위탁","150868","46943","42","659482","166600000000","166600000000","3036748025","11893929765","154706070235","40","6200065743","6339271762","139206019"
"124","2019","대구","2700000","대구본청","문화시설","과학관","대구광역시어린이회관","1983.11.15","직영","9021","145883.3","42","973423","36920254019","36920254019","39047816","952519606","35967734413","40","2694605170","150125245","-2544479925"
"125","2019","대구","2700000","대구본청","문화시설","박물관","DTC섬유박물관","2015.05.29","위탁","49667","13732","6","72855","113068000000","96279403460","2527006887","20510263524","75769139936","40","1090131863","153878139","-936253724"
"126","2019","대구","2700000","대구본청","체육시설","육상경기장","대구스타디움","2001.06.28","직영","139771","249974","49","480000","283600000000","283600000000","1835323181","33952124016","249647875984","40","6179584000","405873210","-5773710790"
"127","2019","대구","2700000","대구본청","체육시설","육상경기장","대구육상진흥센터","2013.12.03","직영","21577","27040","14","87000","72500000000","72500000000","1521544620","9256063105","63243936895","40","20509778000","110184000","-20399594000"
