행정번호,년도,평균연령,스트레스인지율
4373000000,2021,51.9,26.2
4374000000,2021,53,29.4
4374500000,2021,44.2,27
4375000000,2021,43.3,34.8
4376000000,2021,55.5,23.3
4377000000,2021,47.9,27.2
4380000000,2021,53.7,22.1
4413100000,2021,42.8,28.4
4413300000,2021,38.4,28.4
4415000000,2021,49.8,25.4
4418000000,2021,49.4,21.6
4420000000,2021,40.8,29.7
4421000000,2021,44.3,25.7
4423000000,2021,49.5,25.3
4425000000,2021,40.6,24.2
4427000000,2021,44.5,24.9
4471000000,2021,52.5,27.2
4476000000,2021,54.2,16.3
4477000000,2021,54.9,20.2
4479000000,2021,54.8,24.8
4480000000,2021,47.1,31.3
4481000000,2021,52.6,29.8
4482500000,2021,52.6,23.1
4511100000,2021,43.2,26.5
4511300000,2021,41.2,26.5
4513000000,2021,45,27.9
4514000000,2021,45.7,24.6
4518000000,2021,50,25.2
4519000000,2021,50,24
4521000000,2021,52.3,31.6
4571000000,2021,47.5,24.4
4572000000,2021,54.5,16.7
4573000000,2021,53.5,26.2
4574000000,2021,53.6,23.6
4575000000,2021,54.9,25
4577000000,2021,53.4,16
4579000000,2021,53.6,28.5
4580000000,2021,53.2,27.9
4611000000,2021,43.7,24.9
4613000000,2021,45.4,22.2
4615000000,2021,43,25
4617000000,2021,45.9,25.6
4623000000,2021,42.3,26.1
4671000000,2021,52.2,19.5
4672000000,2021,55.2,26.6
4673000000,2021,54.3,14.9
4677000000,2021,57,18.3
4678000000,2021,56,20.1
4679000000,2021,49.7,27.3
4680000000,2021,53.6,31.5
4681000000,2021,53.9,19.5
4682000000,2021,52.5,24.3
4683000000,2021,49.7,24.7
4684000000,2021,43.8,20.2
4686000000,2021,55.3,26.9
4687000000,2021,49.9,24.2
4688000000,2021,51.4,23.3
4689000000,2021,52.3,26.8
4690000000,2021,53,17.7
4691000000,2021,55.8,13.7
4711100000,2021,44.9,23.6
4711300000,2021,44.6,23.6
4713000000,2021,47.9,28.8
4715000000,2021,47.2,23.9
4717000000,2021,48.1,24.5
4719000000,2021,39.8,24.9
4721000000,2021,49.8,22.5
4723000000,2021,50.7,28.4
4725000000,2021,52.2,18.9
4728000000,2021,51.4,24.6
4729000000,2021,44,25.3
4772000000,2021,58.4,14.6
4773000000,2021,58.1,27.3
4775000000,2021,56.4,20.3
4776000000,2021,55.9,23.3
4777000000,2021,55.9,21.1
4782000000,2021,56.4,31.2
4783000000,2021,53.5,18.8
4784000000,2021,54.1,16.5
4785000000,2021,44,29.4
4790000000,2021,49.9,26.6
4792000000,2021,56,17.4
4793000000,2021,50.7,17.4
4794000000,2021,51.3,19.7
4812100000,2021,42.9,26
4812300000,2021,41,26
4812500000,2021,46.3,26
4812700000,2021,45.2,26
4812900000,2021,41.8,26
4817000000,2021,43.6,29.3
4822000000,2021,46.3,18.1
4824000000,2021,46.9,25.5
4825000000,2021,41.2,29.3
4827000000,2021,51.2,17.8
4831000000,2021,40.7,13.1
4833000000,2021,42.2,26.5
4872000000,2021,56,20.7
4873000000,2021,49.4,22.2
4874000000,2021,52.8,15.2
4882000000,2021,52.6,18.1
4884000000,2021,55.8,23.4
4885000000,2021,55.2,19.5
4886000000,2021,56.2,21.1
4887000000,2021,53.8,24.2
4888000000,2021,49.7,20.5
4889000000,2021,57.2,21.7
5011000000,2021,41.9,25.3
5013000000,2021,45.3,25.3
1111000000,2022,45.6,29.6
1114000000,2022,46.1,25.6
1117000000,2022,44.4,17.9
1120000000,2022,43.8,27.2
1121500000,2022,43.3,27.5
1123000000,2022,44.5,19.3
1126000000,2022,45.7,30.8
1129000000,2022,44,28.4
1130500000,2022,47.3,23.5
1132000000,2022,46.7,29.1
1135000000,2022,44.4,19.9
1138000000,2022,45.1,21.9
1141000000,2022,44.1,25.5
1144000000,2022,42.6,25.5
1147000000,2022,43.4,24.7
1150000000,2022,43.5,24.2
1153000000,2022,44.6,26.5
1154500000,2022,45.2,26.1
1156000000,2022,43.4,27.7
1159000000,2022,43.8,23.5
1162000000,2022,43.1,30.9
1165000000,2022,42.1,27.6
1168000000,2022,42.3,27.7
1171000000,2022,42.6,27.6
1174000000,2022,43.4,20.9
2611000000,2022,50.7,23.9
2614000000,2022,49,25.2
2617000000,2022,49.9,18
2620000000,2022,51.1,22.1
2623000000,2022,46,27.7
2626000000,2022,44.9,21.4
2629000000,2022,46.1,22.3
2632000000,2022,46,20.5
2635000000,2022,45.3,20.4
2638000000,2022,46.6,24.7
2641000000,2022,47.4,21.6
2644000000,2022,39.6,23.7
2647000000,2022,46.1,19.7
2650000000,2022,46.8,20.6
2653000000,2022,47,25.2
2671000000,2022,42.7,23.5
2711000000,2022,44.4,28.2
2714000000,2022,46.1,22.1
2717000000,2022,49.8,21
2720000000,2022,48.5,22
2723000000,2022,43.6,25.5
2726000000,2022,43.8,20.5
2729000000,2022,44,21.3
2771000000,2022,41.6,23.3
2811000000,2022,42.2,26.8
2814000000,2022,48.1,22.3
2817700000,2022,44.9,27.6
2818500000,2022,40.4,23.2
2820000000,2022,43.5,24.3
2823700000,2022,44.4,32.2
2824500000,2022,44.5,29.3
2826000000,2022,40.8,23.8
2871000000,2022,54,20.8
2872000000,2022,51.2,22
2911000000,2022,45.4,22.2
2914000000,2022,43,26.9
2915500000,2022,43.9,19.1
2917000000,2022,43.3,30.8
2920000000,2022,39.5,24.8
3011000000,2022,45.6,20.5
3014000000,2022,46,32.7
3017000000,2022,41.9,19.5
3020000000,2022,39.6,28.2
3023000000,2022,45.2,25.7
3111000000,2022,44.9,21.4
3114000000,2022,43,21.7
3117000000,2022,42.7,20.2
3120000000,2022,39.7,22.5
3171000000,2022,44.5,23
3611000000,2022,38.1,20.1
4111100000,2022,42.9,23.3
4111300000,2022,41.7,23.3
4111500000,2022,43.3,23.3
4111700000,2022,38.3,23.3
4113100000,2022,44.6,25.3
4113300000,2022,44.7,25.3
4113500000,2022,41.7,25.3
4115000000,2022,43.8,26.3
4117100000,2022,44.9,25.8
4117300000,2022,42,25.8
4119000000,2022,44,26.9
4121000000,2022,43,21.9
4122000000,2022,41.1,27.8
4125000000,2022,46.9,23.5
4127100000,2022,42.8,28.5
4127300000,2022,42.4,28.5
4128100000,2022,43.5,24.7
4128500000,2022,43.2,24.7
4128700000,2022,43.1,24.7
4129000000,2022,41.6,23.9
4131000000,2022,43.6,21.5
4136000000,2022,42.6,25.2
4137000000,2022,39.9,24
4139000000,2022,40.5,23.2
4141000000,2022,43.4,29.3
4143000000,2022,43.3,25.4
4145000000,2022,41,24.7
4146100000,2022,43.4,21.2
4146300000,2022,41.4,21.2
4146500000,2022,40.9,21.2
4148000000,2022,42,23.4
4150000000,2022,42.6,22.4
4155000000,2022,45.1,26.2
4157000000,2022,40.8,24.8
4159000000,2022,38.4,23.5
4161000000,2022,43,18
4163000000,2022,43.5,27.8
4165000000,2022,48,25.5
4167000000,2022,48,24.3
4180000000,2022,50,24.9
4182000000,2022,50.7,17.3
4183000000,2022,50,26.7
4211000000,2022,44.6,26.4
4213000000,2022,43.7,28.8
4215000000,2022,47.4,25.1
4217000000,2022,46.7,20.8
4219000000,2022,49.7,23.3
4221000000,2022,46.5,17.2
4223000000,2022,49.5,24.6
4272000000,2022,51.2,25.4
4273000000,2022,53,23
4275000000,2022,53,24.3
4276000000,2022,53,23.6
4277000000,2022,52.6,24
4278000000,2022,47.5,23.1
4279000000,2022,47.5,22.9
4280000000,2022,46.5,26
4281000000,2022,46.3,26.5
4282000000,2022,52,17.1
4283000000,2022,52.9,27.6
4311100000,2022,43.4,24.6
4311200000,2022,43.8,24.6
4311300000,2022,40.8,24.6
4311400000,2022,41.2,24.6
4313000000,2022,46.8,25.1
4315000000,2022,48,29.6
4372000000,2022,55.3,31.8
4373000000,2022,52.7,22.3
4374000000,2022,53.9,21.8
4374500000,2022,44.7,24.9
4375000000,2022,43.8,27.6
4376000000,2022,56.3,16.6
4377000000,2022,48.5,26.4
4380000000,2022,54.5,22.3
4413100000,2022,43.4,25.4
4413300000,2022,39,25.4
4415000000,2022,50.3,25.3
4418000000,2022,50.1,21.1
4420000000,2022,41.1,29.3
4421000000,2022,45,25.9
4423000000,2022,50.2,22
4425000000,2022,41.1,23.8
4427000000,2022,45,24
4471000000,2022,53.2,23.8
4476000000,2022,54.9,22.3
4477000000,2022,55.5,21.9
4479000000,2022,55.2,23
4480000000,2022,47.8,25.5
4481000000,2022,53,19.6
4482500000,2022,53.4,29.1
4511100000,2022,43.8,25.7
4511300000,2022,41.8,25.7
4513000000,2022,45.6,26.2
4514000000,2022,46.4,24.3
4518000000,2022,50.6,27.2
4519000000,2022,50.8,25
4521000000,2022,52.6,24.9
4571000000,2022,47.8,15.3
4572000000,2022,55.4,22.1
4573000000,2022,54.2,24
4574000000,2022,54.3,23.2
4575000000,2022,55.5,26
4577000000,2022,53.9,24.8
4579000000,2022,54.3,26.7
4580000000,2022,53.9,24.3
4611000000,2022,44.3,26.3
4613000000,2022,45.9,20.3
4615000000,2022,43.6,20.2
4617000000,2022,46.4,25
4623000000,2022,42.8,22.9
4671000000,2022,52.8,19.8
4672000000,2022,56,21.3
4673000000,2022,55.1,14.4
4677000000,2022,57.6,11.6
4678000000,2022,56.8,26
4679000000,2022,50.3,23.9
4680000000,2022,54.2,20.4
4681000000,2022,54.4,26.7
4682000000,2022,53.2,22.3
4683000000,2022,50.3,15.8
4684000000,2022,44.2,17.5
4686000000,2022,55.9,19.3
4687000000,2022,50.2,24.8
4688000000,2022,52,23.6
4689000000,2022,52.9,21.7
4690000000,2022,53.6,16.5
4691000000,2022,56.3,14.4
4711100000,2022,45.5,22.6
4711300000,2022,45.3,22.6
4713000000,2022,48.5,22.9
4715000000,2022,47.7,24
4717000000,2022,48.7,25.4
4719000000,2022,40.5,25
4721000000,2022,50.3,21
4723000000,2022,51.3,24
4725000000,2022,52.7,19
4728000000,2022,51.9,24.5
4729000000,2022,44.5,25.9
4772000000,2022,58.8,20.6
4773000000,2022,58.5,20.9
4775000000,2022,57.1,18.5
4776000000,2022,56.6,22.5
4777000000,2022,56.4,19.5
4782000000,2022,57,23.6
4783000000,2022,54.2,20.9
4784000000,2022,54.9,22.1
4785000000,2022,44.8,19.9
4790000000,2022,50.2,23.9
4792000000,2022,56.8,24.4
4793000000,2022,51.3,24.4
4794000000,2022,51.9,18.6
4812100000,2022,43.7,23.7
4812300000,2022,41.7,23.7
4812500000,2022,46.9,23.7
4812700000,2022,45.9,23.7
4812900000,2022,42.5,23.7
4817000000,2022,44.2,20.4
4822000000,2022,47.1,21.9
4824000000,2022,47.5,23.7
4825000000,2022,41.9,27.6
4827000000,2022,51.9,20.3
4831000000,2022,41.7,16.3
4833000000,2022,42.9,23.4
4872000000,2022,56.6,20.7
4873000000,2022,50.2,23.9
4874000000,2022,53.7,16.7
4882000000,2022,53.3,22.3
4884000000,2022,56.3,18.9
4885000000,2022,56,22.6
4886000000,2022,56.8,17.2
4887000000,2022,54.5,27.5
4888000000,2022,50.4,23.2
4889000000,2022,57.8,23.1
5011000000,2022,42.5,25
5013000000,2022,45.8,25
