행정구역,2018년12월_평균연령,2019년12월_평균연령,2020년12월_평균연령,2021년12월_평균연령,2022년12월_평균연령
대구광역시  (2700000000),42.2,42.9,43.5,44.1,44.6
대구광역시 중구 (2711000000),44.4,44.7,45,45.1,44.4
대구광역시 동구 (2714000000),43.7,44.4,45.1,45.6,46.1
대구광역시 서구 (2717000000),46.5,47.4,48.3,49.1,49.8
대구광역시 남구 (2720000000),46.7,47.2,47.6,48.1,48.5
대구광역시 북구 (2723000000),41,41.7,42.3,42.9,43.6
대구광역시 수성구 (2726000000),41.6,42.1,42.7,43.3,43.8
대구광역시 달서구 (2729000000),41.2,41.9,42.6,43.4,44
대구광역시 달성군 (2771000000),39.3,39.8,40.4,41,41.6
