"행정구역","2018년_총인구수","2018년_세대수","2018년_세대당 인구","2018년_남자 인구수","2018년_여자 인구수","2018년_남여 비율"
"서울특별시 관악구 (1162000000)","501,957","262,222","          1.91","252,160","249,797","          1.01"
"서울특별시 서초구 (1165000000)","433,951","172,918","          2.51","207,868","226,083","          0.92"
"서울특별시 강남구 (1168000000)","542,364","228,775","          2.37","259,611","282,753","          0.92"
"서울특별시 송파구 (1171000000)","666,635","270,866","          2.46","323,526","343,109","          0.94"
"서울특별시 강동구 (1174000000)","427,573","177,247","          2.41","211,816","215,757","          0.98"
"부산광역시  (2600000000)","3,441,453","1,480,468","          2.32","1,692,421","1,749,032","          0.97"
"부산광역시 중구 (2611000000)","42,795","22,975","          1.86","20,992","21,803","          0.96"
"부산광역시 서구 (2614000000)","110,534","52,819","          2.09","53,978","56,556","          0.95"
"부산광역시 동구 (2617000000)","86,912","43,261","          2.01","42,830","44,082","          0.97"
"부산광역시 영도구 (2620000000)","120,109","55,312","          2.17","59,429","60,680","          0.98"
"부산광역시 부산진구 (2623000000)","362,357","165,253","          2.19","176,316","186,041","          0.95"
"부산광역시 동래구 (2626000000)","266,515","108,757","          2.45","130,338","136,177","          0.96"
"부산광역시 남구 (2629000000)","279,917","117,558","          2.38","137,437","142,480","          0.96"
"부산광역시 북구 (2632000000)","296,952","120,036","          2.47","147,233","149,719","          0.98"
"부산광역시 해운대구 (2635000000)","409,347","166,748","          2.45","197,871","211,476","          0.94"
"부산광역시 사하구 (2638000000)","327,791","138,503","          2.37","163,766","164,025","          1.00"
"부산광역시 금정구 (2641000000)","242,956","106,415","          2.28","119,261","123,695","          0.96"
"부산광역시 강서구 (2644000000)","122,957","50,488","          2.44","63,491","59,466","          1.07"
"부산광역시 연제구 (2647000000)","207,840","87,833","          2.37","100,789","107,051","          0.94"
"부산광역시 수영구 (2650000000)","176,246","79,842","          2.21","83,852","92,394","          0.91"
"부산광역시 사상구 (2653000000)","223,361","96,698","          2.31","113,240","110,121","          1.03"
"부산광역시 기장군 (2671000000)","164,864","67,970","          2.43","81,598","83,266","          0.98"
"대구광역시  (2700000000)","2,461,769","1,021,266","          2.41","1,219,342","1,242,427","          0.98"
"대구광역시 중구 (2711000000)","79,401","38,619","          2.06","38,498","40,903","          0.94"
"대구광역시 동구 (2714000000)","351,291","152,370","          2.31","173,955","177,336","          0.98"
"대구광역시 서구 (2717000000)","184,372","85,142","          2.17","92,796","91,576","          1.01"
"대구광역시 남구 (2720000000)","150,501","74,134","          2.03","72,664","77,837","          0.93"
"대구광역시 북구 (2723000000)","439,489","177,162","          2.48","219,307","220,182","          1.00"
"대구광역시 수성구 (2726000000)","432,759","165,843","          2.61","210,621","222,138","          0.95"
"대구광역시 달서구 (2729000000)","573,413","227,966","          2.52","284,127","289,286","          0.98"
"대구광역시 달성군 (2771000000)","250,543","100,030","          2.50","127,374","123,169","          1.03"
"인천광역시  (2800000000)","2,954,642","1,213,201","          2.44","1,481,844","1,472,798","          1.01"
"인천광역시 중구 (2811000000)","122,499","57,887","          2.12","63,700","58,799","          1.08"
"인천광역시 동구 (2814000000)","66,233","28,952","          2.29","33,433","32,800","          1.02"
"인천광역시 미추홀구 (2817700000)","416,542","184,275","          2.26","210,088","206,454","          1.02"
"인천광역시 연수구 (2818500000)","346,359","129,806","          2.67","172,298","174,061","          0.99"
"인천광역시 남동구 (2820000000)","537,161","218,945","          2.45","267,426","269,735","          0.99"
"인천광역시 부평구 (2823700000)","524,640","212,906","          2.46","260,144","264,496","          0.98"
"인천광역시 계양구 (2824500000)","312,680","124,281","          2.52","156,128","156,552","          1.00"
"인천광역시 서구 (2826000000)","538,596","211,847","          2.54","272,153","266,443","          1.02"
"인천광역시 강화군 (2871000000)","68,896","32,556","          2.12","34,546","34,350","          1.01"
"인천광역시 옹진군 (2872000000)","21,036","11,746","          1.79","11,928","9,108","          1.31"
"광주광역시  (2900000000)","1,459,336","603,107","          2.42","722,581","736,755","          0.98"
"광주광역시 동구 (2911000000)","94,475","45,452","          2.08","46,902","47,573","          0.99"
"광주광역시 서구 (2914000000)","304,172","126,751","          2.40","149,540","154,632","          0.97"
"광주광역시 남구 (2915500000)","216,369","89,574","          2.42","104,337","112,032","          0.93"
"광주광역시 북구 (2917000000)","439,773","184,617","          2.38","218,323","221,450","          0.99"
"광주광역시 광산구 (2920000000)","404,547","156,713","          2.58","203,479","201,068","          1.01"
"대전광역시  (3000000000)","1,489,936","624,965","          2.38","744,338","745,598","          1.00"
"대전광역시 동구 (3011000000)","229,071","102,632","          2.23","115,735","113,336","          1.02"
"대전광역시 중구 (3014000000)","244,421","105,270","          2.32","121,056","123,365","          0.98"
"대전광역시 서구 (3017000000)","484,663","199,689","          2.43","238,678","245,985","          0.97"
"대전광역시 유성구 (3020000000)","349,790","141,533","          2.47","176,412","173,378","          1.02"
"대전광역시 대덕구 (3023000000)","181,991","75,841","          2.40","92,457","89,534","          1.03"
"울산광역시  (3100000000)","1,155,623","461,756","          2.50","593,819","561,804","          1.06"
"울산광역시 중구 (3111000000)","231,973","94,102","          2.47","117,934","114,039","          1.03"
"울산광역시 남구 (3114000000)","330,732","134,986","          2.45","168,494","162,238","          1.04"
"울산광역시 동구 (3117000000)","164,642","65,791","          2.50","86,127","78,515","          1.10"
"울산광역시 북구 (3120000000)","206,434","75,403","          2.74","106,750","99,684","          1.07"
"울산광역시 울주군 (3171000000)","221,842","91,474","          2.43","114,514","107,328","          1.07"
"세종특별자치시  (3600000000)","314,126","123,762","          2.54","156,831","157,295","          1.00"
"세종특별자치시  (3611000000)","314,126","123,762","          2.54","156,831","157,295","          1.00"
"경기도  (4100000000)","13,077,153","5,306,214","          2.46","6,577,501","6,499,652","          1.01"
"경기도 수원시 (4111000000)","1,201,166","492,939","          2.44","604,918","596,248","          1.01"
"경기도 수원시 장안구 (4111100000)","286,433","116,250","          2.46","144,163","142,270","          1.01"
"경기도 수원시 권선구 (4111300000)","377,647","152,432","          2.48","190,493","187,154","          1.02"
"경기도 수원시 팔달구 (4111500000)","180,974","84,558","          2.14","91,091","89,883","          1.01"
"경기도 수원시 영통구 (4111700000)","356,112","139,699","          2.55","179,171","176,941","          1.01"
"경기도 성남시 (4113000000)","954,347","398,412","          2.40","472,506","481,841","          0.98"
"경기도 성남시 수정구 (4113100000)","234,133","108,396","          2.16","118,563","115,570","          1.03"
"경기도 성남시 중원구 (4113300000)","224,885","99,495","          2.26","113,912","110,973","          1.03"
"경기도 성남시 분당구 (4113500000)","495,329","190,521","          2.60","240,031","255,298","          0.94"
"경기도 의정부시 (4115000000)","447,026","185,319","          2.41","220,360","226,666","          0.97"
"경기도 안양시 (4117000000)","576,831","222,361","          2.59","285,816","291,015","          0.98"
"경기도 안양시 만안구 (4117100000)","251,512","102,157","          2.46","126,059","125,453","          1.00"
"경기도 안양시 동안구 (4117300000)","325,319","120,204","          2.71","159,757","165,562","          0.96"
"경기도 부천시 (4119000000)","843,768","338,759","          2.49","420,179","423,589","          0.99"
"경기도 광명시 (4121000000)","326,841","128,126","          2.55","161,734","165,107","          0.98"
"경기도 평택시 (4122000000)","495,642","214,409","          2.31","254,336","241,306","          1.05"
"경기도 동두천시 (4125000000)","96,226","42,919","          2.24","47,988","48,238","          0.99"
"경기도 안산시 (4127000000)","660,343","276,662","          2.39","338,701","321,642","          1.05"
"경기도 안산시 상록구 (4127100000)","356,311","149,499","          2.38","181,742","174,569","          1.04"
"경기도 안산시 단원구 (4127300000)","304,032","127,163","          2.39","156,959","147,073","          1.07"
"경기도 고양시 (4128000000)","1,044,189","417,607","          2.50","512,359","531,830","          0.96"
"경기도 고양시 덕양구 (4128100000)","450,449","185,883","          2.42","223,323","227,126","          0.98"
"경기도 고양시 일산동구 (4128500000)","296,223","120,658","          2.46","144,394","151,829","          0.95"
"경기도 고양시 일산서구 (4128700000)","297,517","111,066","          2.68","144,642","152,875","          0.95"
"경기도 과천시 (4129000000)","58,142","21,205","          2.74","28,423","29,719","          0.96"
"경기도 구리시 (4131000000)","203,553","79,735","          2.55","101,084","102,469","          0.99"
"경기도 남양주시 (4136000000)","681,828","264,488","          2.58","340,030","341,798","          0.99"
"경기도 오산시 (4137000000)","220,070","89,860","          2.45","113,237","106,833","          1.06"
"경기도 시흥시 (4139000000)","448,687","181,061","          2.48","234,840","213,847","          1.10"
"경기도 군포시 (4141000000)","276,916","107,548","          2.57","137,536","139,380","          0.99"
"경기도 의왕시 (4143000000)","153,932","58,946","          2.61","76,834","77,098","          1.00"
"경기도 하남시 (4145000000)","254,415","105,832","          2.40","127,865","126,550","          1.01"
"경기도 용인시 (4146000000)","1,035,126","390,137","          2.65","514,127","520,999","          0.99"
"경기도 용인시 처인구 (4146100000)","249,118","103,300","          2.41","127,616","121,502","          1.05"
"경기도 용인시 기흥구 (4146300000)","427,719","158,468","          2.70","211,619","216,100","          0.98"
"경기도 용인시 수지구 (4146500000)","358,289","128,369","          2.79","174,892","183,397","          0.95"
"경기도 파주시 (4148000000)","451,848","188,407","          2.40","229,250","222,598","          1.03"
"경기도 이천시 (4150000000)","214,206","89,596","          2.39","109,878","104,328","          1.05"
"경기도 안성시 (4155000000)","183,579","79,805","          2.30","94,095","89,484","          1.05"
"경기도 김포시 (4157000000)","423,170","166,635","          2.54","212,410","210,760","          1.01"
"경기도 화성시 (4159000000)","758,722","301,025","          2.52","392,871","365,851","          1.07"
"경기도 광주시 (4161000000)","363,782","150,055","          2.42","186,309","177,473","          1.05"
"경기도 양주시 (4163000000)","216,951","89,088","          2.44","109,978","106,973","          1.03"
"경기도 포천시 (4165000000)","150,676","69,429","          2.17","79,310","71,366","          1.11"
"경기도 여주시 (4167000000)","111,525","49,542","          2.25","56,479","55,046","          1.03"
"경기도 연천군 (4180000000)","44,633","21,526","          2.07","23,364","21,269","          1.10"
"경기도 가평군 (4182000000)","62,918","30,359","          2.07","32,288","30,630","          1.05"
"경기도 양평군 (4183000000)","116,095","54,422","          2.13","58,396","57,699","          1.01"
"강원도  (4200000000)","1,543,052","707,245","          2.18","776,456","766,596","          1.01"
"강원도 춘천시 (4211000000)","280,640","120,190","          2.33","138,243","142,397","          0.97"
"강원도 원주시 (4213000000)","344,070","149,166","          2.31","171,048","173,022","          0.99"
"강원도 강릉시 (4215000000)","212,957","96,859","          2.20","105,697","107,260","          0.99"
"강원도 동해시 (4217000000)","91,272","40,784","          2.24","46,212","45,060","          1.03"
"강원도 태백시 (4219000000)","44,858","21,832","          2.05","22,612","22,246","          1.02"
"강원도 속초시 (4221000000)","81,682","37,993","          2.15","40,248","41,434","          0.97"
"강원도 삼척시 (4223000000)","68,326","34,227","          2.00","34,587","33,739","          1.03"
"강원도 홍천군 (4272000000)","69,949","32,760","          2.14","35,671","34,278","          1.04"
"강원도 횡성군 (4273000000)","46,726","22,411","          2.08","23,828","22,898","          1.04"
"강원도 영월군 (4275000000)","39,730","21,011","          1.89","20,493","19,237","          1.07"
"강원도 평창군 (4276000000)","42,610","21,172","          2.01","21,771","20,839","          1.04"
"강원도 정선군 (4277000000)","37,700","19,761","          1.91","19,595","18,105","          1.08"
"강원도 철원군 (4278000000)","46,413","21,451","          2.16","24,408","22,005","          1.11"
"강원도 화천군 (4279000000)","25,084","12,564","          2.00","13,603","11,481","          1.18"
"강원도 양구군 (4280000000)","23,408","11,058","          2.12","12,462","10,946","          1.14"
"강원도 인제군 (4281000000)","32,136","15,550","          2.07","17,349","14,787","          1.17"
"강원도 고성군 (4282000000)","28,144","14,763","          1.91","14,729","13,415","          1.10"
"강원도 양양군 (4283000000)","27,347","13,693","          2.00","13,900","13,447","          1.03"
"충청북도  (4300000000)","1,599,252","707,220","          2.26","808,971","790,281","          1.02"
"충청북도 청주시 (4311000000)","837,749","353,320","          2.37","421,774","415,975","          1.01"
"충청북도 청주시 상당구 (4311100000)","176,818","72,401","          2.44","88,060","88,758","          0.99"
"충청북도 청주시 서원구 (4311200000)","209,404","87,678","          2.39","104,071","105,333","          0.99"
"충청북도 청주시 흥덕구 (4311300000)","254,302","109,293","          2.33","128,949","125,353","          1.03"
"충청북도 청주시 청원구 (4311400000)","197,225","83,948","          2.35","100,694","96,531","          1.04"
"충청북도 충주시 (4313000000)","210,504","93,163","          2.26","106,222","104,282","          1.02"
"충청북도 제천시 (4315000000)","135,386","62,367","          2.17","67,792","67,594","          1.00"
"충청북도 보은군 (4372000000)","33,680","16,600","          2.03","16,834","16,846","          1.00"
"충청북도 옥천군 (4373000000)","51,465","23,681","          2.17","25,911","25,554","          1.01"
"충청북도 영동군 (4374000000)","49,715","24,370","          2.04","24,663","25,052","          0.98"
"충청북도 증평군 (4374500000)","37,317","16,854","          2.21","19,229","18,088","          1.06"
"충청북도 진천군 (4375000000)","78,218","35,276","          2.22","40,839","37,379","          1.09"
"충청북도 괴산군 (4376000000)","39,133","20,899","          1.87","19,924","19,209","          1.04"
"충청북도 음성군 (4377000000)","95,830","45,571","          2.10","50,546","45,284","          1.12"
"충청북도 단양군 (4380000000)","30,255","15,119","          2.00","15,237","15,018","          1.01"
"충청남도  (4400000000)","2,126,282","943,611","          2.25","1,082,009","1,044,273","          1.04"
"충청남도 천안시 (4413000000)","646,075","273,851","          2.36","329,079","316,996","          1.04"
"충청남도 천안시 동남구 (4413100000)","257,978","110,982","          2.32","130,988","126,990","          1.03"
"충청남도 천안시 서북구 (4413300000)","388,097","162,869","          2.38","198,091","190,006","          1.04"
"충청남도 공주시 (4415000000)","107,581","50,134","          2.15","53,979","53,602","          1.01"
"충청남도 보령시 (4418000000)","101,990","47,705","          2.14","51,580","50,410","          1.02"
"충청남도 아산시 (4420000000)","312,822","132,159","          2.37","161,546","151,276","          1.07"
"충청남도 서산시 (4421000000)","174,162","75,091","          2.32","89,793","84,369","          1.06"
"충청남도 논산시 (4423000000)","120,230","56,729","          2.12","60,113","60,117","          1.00"
"충청남도 계룡시 (4425000000)","43,731","15,860","          2.76","21,674","22,057","          0.98"
"충청남도 당진시 (4427000000)","167,770","75,540","          2.22","88,423","79,347","          1.11"
"충청남도 금산군 (4471000000)","53,222","25,588","          2.08","26,836","26,386","          1.02"
"충청남도 부여군 (4476000000)","68,078","33,193","          2.05","33,721","34,357","          0.98"
"충청남도 서천군 (4477000000)","53,922","26,433","          2.04","26,620","27,302","          0.98"
"충청남도 청양군 (4479000000)","32,296","16,274","          1.98","16,271","16,025","          1.02"
"충청남도 홍성군 (4480000000)","101,082","45,358","          2.23","50,244","50,838","          0.99"
"충청남도 예산군 (4481000000)","80,083","38,060","          2.10","40,171","39,912","          1.01"
"충청남도 태안군 (4482500000)","63,238","31,636","          2.00","31,959","31,279","          1.02"
"전라북도  (4500000000)","1,836,832","806,235","          2.28","913,297","923,535","          0.99"
"전라북도 전주시 (4511000000)","651,091","266,541","          2.44","320,576","330,515","          0.97"
"전라북도 전주시 완산구 (4511100000)","345,065","142,949","          2.41","168,181","176,884","          0.95"
"전라북도 전주시 덕진구 (4511300000)","306,026","123,592","          2.48","152,395","153,631","          0.99"
"전라북도 군산시 (4513000000)","272,645","117,068","          2.33","137,897","134,748","          1.02"
"전라북도 익산시 (4514000000)","294,062","126,516","          2.32","146,494","147,568","          0.99"
"전라북도 정읍시 (4518000000)","112,169","53,110","          2.11","55,529","56,640","          0.98"
"전라북도 남원시 (4519000000)","82,554","38,054","          2.17","40,508","42,046","          0.96"
"전라북도 김제시 (4521000000)","85,331","41,618","          2.05","42,357","42,974","          0.99"
"전라북도 완주군 (4571000000)","94,444","41,881","          2.26","48,457","45,987","          1.05"
"전라북도 진안군 (4572000000)","25,963","13,023","          1.99","13,030","12,933","          1.01"
"전라북도 무주군 (4573000000)","24,589","12,204","          2.01","12,209","12,380","          0.99"
"전라북도 장수군 (4574000000)","23,221","11,327","          2.05","11,533","11,688","          0.99"
"전라북도 임실군 (4575000000)","30,072","14,790","          2.03","15,288","14,784","          1.03"
"전라북도 순창군 (4577000000)","29,209","13,877","          2.10","14,156","15,053","          0.94"
"전라북도 고창군 (4579000000)","57,041","28,802","          1.98","28,215","28,826","          0.98"
"전라북도 부안군 (4580000000)","54,441","27,424","          1.99","27,048","27,393","          0.99"
"전라남도  (4600000000)","1,882,970","860,303","          2.19","943,000","939,970","          1.00"
"전라남도 목포시 (4611000000)","232,327","101,609","          2.29","115,729","116,598","          0.99"
"전라남도 여수시 (4613000000)","283,300","120,810","          2.35","143,802","139,498","          1.03"
"전라남도 순천시 (4615000000)","279,389","113,942","          2.45","139,114","140,275","          0.99"
"전라남도 나주시 (4617000000)","113,839","54,872","          2.07","57,274","56,565","          1.01"
"전라남도 광양시 (4623000000)","156,564","64,186","          2.44","80,972","75,592","          1.07"
"전라남도 담양군 (4671000000)","46,917","23,129","          2.03","23,683","23,234","          1.02"
"전라남도 곡성군 (4672000000)","29,624","15,132","          1.96","14,417","15,207","          0.95"
"전라남도 구례군 (4673000000)","27,117","13,151","          2.06","13,191","13,926","          0.95"
"전라남도 고흥군 (4677000000)","65,777","34,536","          1.90","31,783","33,994","          0.93"
"전라남도 보성군 (4678000000)","42,803","22,459","          1.91","20,725","22,078","          0.94"
"전라남도 화순군 (4679000000)","63,933","29,928","          2.14","31,488","32,445","          0.97"
"전라남도 장흥군 (4680000000)","39,312","20,139","          1.95","19,085","20,227","          0.94"
"전라남도 강진군 (4681000000)","36,144","18,352","          1.97","17,350","18,794","          0.92"
"전라남도 해남군 (4682000000)","71,901","34,745","          2.07","35,253","36,648","          0.96"
"전라남도 영암군 (4683000000)","54,731","26,851","          2.04","28,118","26,613","          1.06"
"전라남도 무안군 (4684000000)","81,991","36,410","          2.25","41,104","40,887","          1.01"
"전라남도 함평군 (4686000000)","33,420","17,751","          1.88","16,642","16,778","          0.99"
"전라남도 영광군 (4687000000)","54,127","26,378","          2.05","27,000","27,127","          1.00"
"전라남도 장성군 (4688000000)","45,795","22,095","          2.07","23,205","22,590","          1.03"
"전라남도 완도군 (4689000000)","51,477","25,835","          1.99","25,822","25,655","          1.01"
"전라남도 진도군 (4690000000)","31,219","16,110","          1.94","15,328","15,891","          0.96"
"전라남도 신안군 (4691000000)","41,263","21,883","          1.89","21,915","19,348","          1.13"
"경상북도  (4700000000)","2,676,831","1,207,351","          2.22","1,346,689","1,330,142","          1.01"
"경상북도 포항시 (4711000000)","510,013","216,654","          2.35","257,789","252,224","          1.02"
"경상북도 포항시 남구 (4711100000)","239,400","103,887","          2.30","123,222","116,178","          1.06"
"경상북도 포항시 북구 (4711300000)","270,613","112,767","          2.40","134,567","136,046","          0.99"
"경상북도 경주시 (4713000000)","256,864","116,805","          2.20","128,802","128,062","          1.01"
"경상북도 김천시 (4715000000)","141,104","63,443","          2.22","70,663","70,441","          1.00"
"경상북도 안동시 (4717000000)","162,180","73,863","          2.20","80,204","81,976","          0.98"
"경상북도 구미시 (4719000000)","421,494","173,269","          2.43","215,863","205,631","          1.05"
"경상북도 영주시 (4721000000)","106,801","48,982","          2.18","52,941","53,860","          0.98"
"경상북도 영천시 (4723000000)","101,595","50,020","          2.03","51,453","50,142","          1.03"
"경상북도 상주시 (4725000000)","100,297","47,527","          2.11","49,046","51,251","          0.96"
"경상북도 문경시 (4728000000)","71,874","34,644","          2.07","35,174","36,700","          0.96"
"경상북도 경산시 (4729000000)","261,093","112,513","          2.32","131,537","129,556","          1.02"
"경상북도 군위군 (4772000000)","23,919","12,784","          1.87","12,188","11,731","          1.04"
"경상북도 의성군 (4773000000)","52,944","27,822","          1.90","25,838","27,106","          0.95"
"경상북도 청송군 (4775000000)","25,678","13,723","          1.87","12,762","12,916","          0.99"
"경상북도 영양군 (4776000000)","17,356","8,913","          1.95","8,567","8,789","          0.97"
"경상북도 영덕군 (4777000000)","38,108","20,123","          1.89","18,103","20,005","          0.90"
"경상북도 청도군 (4782000000)","43,057","22,181","          1.94","21,117","21,940","          0.96"
"경상북도 고령군 (4783000000)","32,969","16,204","          2.03","16,818","16,151","          1.04"
"경상북도 성주군 (4784000000)","44,672","22,677","          1.97","23,011","21,661","          1.06"
"경상북도 칠곡군 (4785000000)","118,828","52,599","          2.26","61,923","56,905","          1.09"
"경상북도 예천군 (4790000000)","53,274","25,273","          2.11","26,170","27,104","          0.97"
"경상북도 봉화군 (4792000000)","32,843","16,705","          1.97","16,409","16,434","          1.00"
"경상북도 울진군 (4793000000)","50,036","25,137","          1.99","24,983","25,053","          1.00"
"경상북도 울릉군 (4794000000)","9,832","5,490","          1.79","5,328","4,504","          1.18"
"경상남도  (4800000000)","3,373,988","1,425,271","          2.37","1,697,412","1,676,576","          1.01"
"경상남도 창원시 (4812000000)","1,053,601","425,771","          2.47","534,119","519,482","          1.03"
"경상남도 창원시 의창구 (4812100000)","252,896","102,538","          2.47","128,759","124,137","          1.04"
"경상남도 창원시 성산구 (4812300000)","227,337","85,722","          2.65","116,199","111,138","          1.05"
"경상남도 창원시 마산합포구 (4812500000)","180,535","78,259","          2.31","89,925","90,610","          0.99"
"경상남도 창원시 마산회원구 (4812700000)","199,457","81,278","          2.45","100,512","98,945","          1.02"
"경상남도 창원시 진해구 (4812900000)","193,376","77,974","          2.48","98,724","94,652","          1.04"
"경상남도 진주시 (4817000000)","345,987","145,153","          2.38","171,321","174,666","          0.98"
"경상남도 통영시 (4822000000)","133,720","59,125","          2.26","67,303","66,417","          1.01"
"경상남도 사천시 (4824000000)","113,888","52,184","          2.18","57,394","56,494","          1.02"
"경상남도 김해시 (4825000000)","533,672","208,710","          2.56","269,736","263,936","          1.02"
"경상남도 밀양시 (4827000000)","106,744","51,044","          2.09","52,161","54,583","          0.96"
"경상남도 거제시 (4831000000)","250,516","100,775","          2.49","131,003","119,513","          1.10"
"경상남도 양산시 (4833000000)","348,639","141,871","          2.46","175,184","173,455","          1.01"
"경상남도 의령군 (4872000000)","27,667","14,587","          1.90","13,418","14,249","          0.94"
"경상남도 함안군 (4873000000)","67,025","30,989","          2.16","33,923","33,102","          1.02"
"경상남도 창녕군 (4874000000)","63,396","31,429","          2.02","31,495","31,901","          0.99"
"경상남도 고성군 (4882000000)","53,243","25,842","          2.06","26,675","26,568","          1.00"
"경상남도 남해군 (4884000000)","43,990","22,255","          1.98","21,044","22,946","          0.92"
"경상남도 하동군 (4885000000)","47,533","23,631","          2.01","23,534","23,999","          0.98"
"경상남도 산청군 (4886000000)","35,952","18,856","          1.91","17,589","18,363","          0.96"
"경상남도 함양군 (4887000000)","40,044","20,159","          1.99","19,172","20,872","          0.92"
"경상남도 거창군 (4888000000)","62,455","28,814","          2.17","30,340","32,115","          0.94"
"경상남도 합천군 (4889000000)","45,916","24,076","          1.91","22,001","23,915","          0.92"
"제주특별자치도  (5000000000)","667,191","287,104","          2.32","335,719","331,472","          1.01"
"제주특별자치도 제주시 (5011000000)","485,946","204,621","          2.37","243,974","241,972","          1.01"
"제주특별자치도 서귀포시 (5013000000)","181,245","82,483","          2.20","91,745","89,500","          1.03"
