년도,시도,시군구,환자수
2022,경기,안산단원구,8762
2022,경기,안산상록구,3773
2022,경기,안성시,1499
2022,경기,안양동안구,9154
2022,경기,안양만안구,5765
2022,경기,양주시,2241
2022,경기,양평군,944
2022,경기,여주시,2723
2022,경기,연천군,448
2022,경기,오산시,3952
2022,경기,용인기흥구,7996
2022,경기,용인수지구,6106
2022,경기,용인처인구,3380
2022,경기,의왕시,1171
2022,경기,의정부시,12540
2022,경기,이천시,4927
2022,경기,파주시,7424
2022,경기,평택시,9782
2022,경기,포천시,897
2022,경기,하남시,5586
2022,경기,화성시,14075
2022,경남,거제시,4131
2022,경남,거창군,794
2022,경남,고성군,178
2022,경남,김해시,6023
2022,경남,남해군,142
2022,경남,밀양시,1551
2022,경남,사천시,671
2022,경남,산청군,50
2022,경남,양산시,5829
2022,경남,의령군,118
2022,경남,진주시,9017
2022,경남,창녕군,553
2022,경남,창원마산합포구,3316
2022,경남,창원마산회원구,2829
2022,경남,창원성산구,5900
2022,경남,창원의창구,2453
2022,경남,창원진해구,1826
2022,경남,통영시,1465
2022,경남,하동군,244
2022,경남,함안군,232
2022,경남,함양군,283
2022,경남,합천군,185
2022,경북,경산시,4657
2022,경북,경주시,4704
2022,경북,고령군,0
2022,경북,구미시,7714
2022,경북,군위군,24
2022,경북,김천시,3207
2022,경북,문경시,2589
2022,경북,봉화군,95
2022,경북,상주시,1207
2022,경북,성주군,64
2022,경북,안동시,2749
2022,경북,영덕군,178
2022,경북,영양군,0
2022,경북,영주시,1200
2022,경북,영천시,1411
2022,경북,예천군,82
2022,경북,울릉군,0
2022,경북,울진군,399
2022,경북,의성군,182
2022,경북,청도군,383
2022,경북,청송군,91
2022,경북,칠곡군,494
2022,경북,포항남구,3526
2022,경북,포항북구,5636
2022,광주,광주광산구,6800
2022,광주,광주남구,3634
2022,광주,광주동구,3000
2022,광주,광주북구,9997
2022,광주,광주서구,7436
2022,대구,대구남구,3185
2022,대구,대구달서구,11767
2022,대구,대구달성군,2689
2022,대구,대구동구,6490
2022,대구,대구북구,7607
2022,대구,대구서구,3486
2022,대구,대구수성구,13067
2022,대구,대구중구,4799
2022,대전,대전대덕구,2977
2022,대전,대전동구,3695
2022,대전,대전서구,12473
2022,대전,대전유성구,6786
2022,대전,대전중구,7428
2022,부산,부산강서구,1284
2022,부산,부산금정구,4509
2022,부산,부산기장군,3714
2022,부산,부산남구,6299
2022,부산,부산동구,4804
2022,부산,부산동래구,8668
2022,부산,부산북구,4356
2022,부산,부산사상구,3760
2022,부산,부산사하구,5037
2022,부산,부산서구,1323
2022,부산,부산수영구,10332
2022,부산,부산연제구,5650
2022,부산,부산영도구,2538
2022,부산,부산중구,1985
2022,부산,부산진구,13813
2022,부산,부산해운대구,8064
2022,서울,강남구,32947
2022,서울,강동구,14333
2022,서울,강북구,4964
2022,서울,강서구,12643
2022,서울,관악구,14229
2022,서울,광진구,8038
2022,서울,구로구,10136
2022,서울,금천구,6621
2022,서울,노원구,10838
2022,서울,도봉구,4856
2022,서울,동대문구,7726
2022,서울,동작구,11375
2022,서울,마포구,18669
2022,서울,서대문구,7983
2022,서울,서초구,22069
2022,서울,성동구,6423
2022,서울,성북구,6379
2022,서울,송파구,20329
2022,서울,양천구,7385
2022,서울,영등포구,9917
2022,서울,용산구,4725
2022,서울,은평구,9361
2022,서울,종로구,12166
2022,서울,중구,7690
2022,서울,중랑구,9833
2022,세종,세종시,9477
2022,울산,울산남구,10717
2022,울산,울산동구,605
2022,울산,울산북구,785
2022,울산,울산울주군,1181
2022,울산,울산중구,3646
2022,인천,인천강화군,575
2022,인천,인천계양구,5209
2022,인천,인천남동구,11443
2022,인천,인천동구,709
2022,인천,인천미추홀구,6981
2022,인천,인천부평구,14344
2022,인천,인천서구,9939
2022,인천,인천연수구,4757
2022,인천,인천옹진군,0
2022,인천,인천중구,3807
2022,전남,강진군,124
2022,전남,고흥군,1549
2022,전남,곡성군,52
2022,전남,광양시,926
2022,전남,구례군,54
2022,전남,나주시,1194
2022,전남,담양군,371
2022,전남,목포시,6293
2022,전남,무안군,519
2022,전남,보성군,285
2022,전남,순천시,4307
2022,전남,신안군,21
2022,전남,여수시,3609
2022,전남,영광군,812
2022,전남,영암군,171
2022,전남,완도군,125
2022,전남,장성군,251
2022,전남,장흥군,210
2022,전남,진도군,60
2022,전남,함평군,274
2022,전남,해남군,1946
2022,전남,화순군,697
2022,전북,고창군,872
2022,전북,군산시,3186
2022,전북,김제시,1176
2022,전북,남원시,2055
2022,전북,무주군,61
2022,전북,부안군,617
2022,전북,순창군,224
2022,전북,완주군,567
2022,전북,익산시,4539
2022,전북,임실군,51
2022,전북,장수군,331
2022,전북,전주덕진구,6316
2022,전북,전주완산구,8548
2022,전북,정읍시,1464
2022,전북,진안군,92
2022,제주,서귀포시,2743
2022,제주,제주시,11503
2022,충남,계룡시,10
2022,충남,공주시,3031
2022,충남,금산군,1032
2022,충남,논산시,3890
2022,충남,당진시,4864
2022,충남,보령시,1350
2022,충남,부여군,1871
2022,충남,서산시,1480
2022,충남,서천군,1179
2022,충남,아산시,4772
2022,충남,예산군,2157
2022,충남,천안동남구,5197
2022,충남,천안서북구,9399
2022,충남,청양군,291
2022,충남,태안군,505
2022,충남,홍성군,2041
2022,충북,괴산군,468
2022,충북,단양군,27
2022,충북,보은군,442
2022,충북,영동군,987
2022,충북,옥천군,909
2022,충북,음성군,796
2022,충북,제천시,4306
2022,충북,증평군,626
2022,충북,진천군,1582
2022,충북,청주상당구,7205
2022,충북,청주서원구,4694
2022,충북,청주청원구,4188
2022,충북,청주흥덕구,5430
2022,충북,충주시,3921
