시도,시군구,행정번호,년도,우울증환자수,코로나확진자수,1인당 정신건강예산(원),공공시설개수
전라남도,전남보성군,4678000000,2019,293,0,5118,18
전라남도,전남화순군,4679000000,2019,536,0,5118,10
전라남도,전남장흥군,4680000000,2019,192,0,5118,12
전라남도,전남강진군,4681000000,2019,202,0,5118,11
전라남도,전남해남군,4682000000,2019,1568,0,5118,61
전라남도,전남영암군,4683000000,2019,146,0,5118,9
전라남도,전남무안군,4684000000,2019,636,0,5118,26
전라남도,전남함평군,4686000000,2019,64,0,5118,14
전라남도,전남영광군,4687000000,2019,692,0,5118,5
전라남도,전남장성군,4688000000,2019,247,0,5118,29
전라남도,전남완도군,4689000000,2019,41,0,5118,11
전라남도,전남진도군,4690000000,2019,49,0,5118,10
전라남도,전남신안군,4691000000,2019,28,0,5118,10
경상북도,경북포항남구,4711100000,2019,3040,0,5406,83
경상북도,경북포항북구,4711300000,2019,4983,0,5406,89
경상북도,경북경주시,4713000000,2019,4586,0,5406,61
경상북도,경북김천시,4715000000,2019,3445,0,5406,35
경상북도,경북안동시,4717000000,2019,2688,0,5406,106
경상북도,경북구미시,4719000000,2019,6244,0,5406,180
경상북도,경북영주시,4721000000,2019,1436,0,5406,70
경상북도,경북영천시,4723000000,2019,1546,0,5406,27
경상북도,경북상주시,4725000000,2019,875,0,5406,53
경상북도,경북문경시,4728000000,2019,2508,0,5406,32
경상북도,경북경산시,4729000000,2019,3462,0,5406,120
경상북도,경북군위군,4772000000,2019,68,0,5406,7
경상북도,경북의성군,4773000000,2019,200,0,5406,13
경상북도,경북청송군,4775000000,2019,146,0,5406,2
경상북도,경북영양군,4776000000,2019,0,0,5406,4
경상북도,경북영덕군,4777000000,2019,211,0,5406,25
경상북도,경북청도군,4782000000,2019,317,0,5406,9
경상북도,경북고령군,4783000000,2019,0,0,5406,4
경상북도,경북성주군,4784000000,2019,101,0,5406,17
경상북도,경북칠곡군,4785000000,2019,510,0,5406,51
경상북도,경북예천군,4790000000,2019,191,0,5406,49
