년도,시도,시군구,시설명
2022,경기,과천시,청소년수련관
2022,경기,구리시,구리아트홀
2022,경기,구리시,구리시멀티스포츠센터
2022,경기,구리시,구리시여성행복센터
2022,경기,남양주시,오남체육문화센터
2022,경기,남양주시,화도체육문화센터
2022,경기,남양주시,남양주시청소년수련관
2022,경기,남양주시,정약용도서관
2022,경기,남양주시,정약용펀그라운드
2022,경기,오산시,오산문화예술회관
2022,경기,오산시,오산오색문화체육센터
2022,경기,오산시,오산스포츠센터
2022,경기,군포시,군포시문화예술회관
2022,경기,군포시,군포국민체육센터
2022,경기,군포시,수리산상상마을
2022,경기,의왕시,부곡스포츠센터
2022,경기,하남시,하남역사박물관
2022,경기,하남시,하남시종합사회복지관
2022,경기,하남시,하남문화예술회관
2022,경기,하남시,하남종합운동장 국민체육센터
2022,경기,하남시,미사도서관
2022,경기,하남시,하남시청소년수련관
2022,경기,용인처인구,용인미르스타디움
2022,경기,용인수지구,용인시평생학습관
2022,경기,용인기흥구,조정경기장
2022,경기,용인처인구,용인시민체육센터
2022,경기,용인처인구,용인시청소년수련관
2022,경기,파주시,파주스타디움
2022,경기,파주시,교하청석 스포츠센터
2022,경기,파주시,운정 스포츠센터
2022,경기,이천시,이천시종합운동장
2022,경기,이천시,이천아트홀
2022,경기,안성시,안성맞춤아트홀
2022,경기,안성시,서안성체육센터
2022,경기,김포시,김포아트홀
2022,경기,김포시,애기봉 평화생태공원
2022,경기,화성시,화성종합경기타운
2022,경기,화성시,서연이음터
2022,경기,화성시,화성시어린이문화센터
2022,경기,화성시,송린이음터
2022,경기,화성시,화성시동탄호수공원어울림센터
2022,경기,화성시,화성시나래울종합사회복지관
2022,경기,화성시,화성시근로자종합복지관
2022,경기,화성시,화성드림파크
2022,경기,화성시,유앤아이센터
2022,경기,화성시,모두누림센터
2022,경기,화성시,화성국민체육센터
2022,경기,화성시,동탄복합문화센터
2022,경기,화성시,동탄중앙이음터
2022,경기,화성시,다원이음터
2022,경기,화성시,우리꽃식물원
2022,경기,화성시,동탄중앙어울림센터
2022,경기,화성시,동작나래관
2022,경기,양주시,옥정호수스포츠센터
2022,경기,양주시,백석생활체육공원
2022,경기,양주시,광적생활체육공원
2022,경기,포천시,포천반월아트홀
2022,경기,가평군,음악역1939
2022,경기,양평군,황순원문학촌 소나기마을
2022,경기,양평군,용문국민체육센터
2022,경기,양평군,물맑은 양평종합운동장
2022,경기,양평군,양평 맑은숲캠프
2022,경기,양평군,양서에코힐링센터
2022,경기,양평군,양평 오커빌리지
2022,강원,춘천시,송암테니스장
2022,강원,춘천시,종합경기장
2022,강원,원주시,원주시립중앙도서관
2022,강원,원주시,원주국민체육센터
2022,강원,원주시,치악예술관
2022,강원,원주시,원주백운아트홀
2022,강원,원주시,종합체육관
2022,강원,원주시,원주드림체육관
2022,강원,원주시,원주한지테마파크
2022,강원,강릉시,강릉실내종합체육관
2022,강원,강릉시,강릉녹색도시체험센터(이젠)
2022,강원,강릉시,강남축구공원
2022,강원,동해시,동해웰빙레포츠타운 종합경기장
2022,강원,태백시,태백석탄박물관
2022,강원,태백시,태백고생대자연사박물관
2022,강원,태백시,한국청소년안전체험관
2022,강원,태백시,고원체육관
2022,강원,태백시,태백문화예술회관
2022,강원,삼척시,삼척해양레일바이크
2022,강원,삼척시,삼척해상케이블카
2022,강원,삼척시,도계유리나라
2022,강원,정선군,아리랑센터
2022,강원,정선군,정선종합경기장
2022,강원,철원군,철원종합문화복지센터
2022,강원,철원군,철원실내체육관
2022,강원,철원군,철원국민체육센터
2022,강원,철원군,종합운동장
2022,강원,인제군,인제하늘내린센터
2022,강원,양양군,양양싸이클경기장
2022,강원,양양군,양양군종합운동장
2022,서울,중랑구,충북학사 동서울관
2022,서울,영등포구,충북미래관
2022,충북,충주시,탄금호국제조정경기장
2022,충북,충주시,충주종합운동장
2022,충북,제천시,한방생명과학관
2022,충북,청주서원구,청주예술의전당
2022,충북,청주청원구,청주실내빙상장
2022,충북,단양군,다누리센터
2022,충남,천안동남구,천안홍대용과학관
2022,충남,천안동남구,천안박물관
2022,충남,천안서북구,천안종합운동장
2022,충남,천안서북구,천안축구센터
2022,충남,천안동남구,천안야구장
2022,충남,천안동남구,천안예술의전당
2022,충남,천안동남구,천안시종합사회복지관
2022,충남,천안서북구,북부스포츠센터
2022,충남,공주시,고마
2022,충남,보령시,보령종합체육관
2022,충남,보령시,보령문화의전당
2022,충남,서산시,서산버드랜드
2022,충남,서산시,서산문화복지센터
2022,충남,계룡시,계룡문화예술의전당
2022,충남,계룡시,계룡시민체육관
2022,충남,계룡시,종합운동장
2022,충남,금산군,금산다락원
2022,충남,청양군,청양공설운동장
2022,충남,청양군,청양군민체육관
2022,충남,청양군,청양문화예술회관
2022,충남,예산군,윤봉길체육관
2022,전북,부안군,부안신재생에너지테마파크
2022,전북,전주덕진구,한국소리문화의전당
2022,전북,전주완산구,완산수영장
2022,전북,전주덕진구,월드컵경기장
2022,전북,군산시,군산예술의전당
2022,전북,김제시,김제문화예술회관
2022,전북,완주군,대한민국 술테마박물관
2022,전북,순창군,순창공설운동장
2022,전북,부안군,부안스포츠파크
2022,전북,부안군,부안청자박물관
2022,전북,부안군,부안예술회관
2022,전북,부안군,줄포만갯벌생태관
2022,전남,목포시,목포국제축구센터
2022,전남,목포시,김대중노벨평화상기념관
2022,전남,목포시,목포자연사박물관
2022,전남,목포시,시민문화체육센터
2022,경북,예천군,경북도서관
2022,경북,포항남구,새천년기념관
2022,경북,포항남구,포항야구장
2022,경북,포항남구,뱃머리 평생교육관
2022,경북,포항남구,포항구룡포과메기문화관
2022,경북,포항북구,포항시립포은중앙도서관
2022,경북,포항북구,귀비고
2022,경북,포항북구,장량국민체육센터
2022,경북,포항북구,포항시립미술관
2022,경북,포항남구,포항문화예술회관
2022,경북,경주시,실내체육관
2022,경북,경주시,경주 예술의전당
2022,경북,안동시,안동체육관
2022,경북,안동시,유교랜드
2022,경북,안동시,안동문화예술의전당
2022,경북,문경시,문경자연생태박물관
2022,경북,문경시,석탄박물관(에코랄라 이용시 무료입장)
2022,경북,문경시,에코랄라
2022,경북,경산시,경산삼성현문화박물관
2022,경북,경산시,경산실내체육관
2022,경북,경산시,경산시민운동장
2022,경북,의성군,의성조문국박물관
2022,경북,의성군,의성국민체육센터
2022,경북,고령군,문화누리관
2022,경북,고령군,다산행정복합타운
2022,경북,성주군,창의문화센터
2022,경북,성주군,성주군 성산동 고분군 전시관
2022,경북,성주군,성주문화예술회관
2022,경북,성주군,가야산역사신화공원
2022,경북,칠곡군,호국평화기념관
2022,경북,칠곡군,칠곡종합운동장
2022,경북,예천군,곤충생태원
2022,경북,울진군,울진국민체육센터
2022,경남,진주시,경상남도문화예술회관
2022,경남,창원성산구,성산아트홀
2022,경남,창원의창구,최윤덕도서관
2022,경남,창원성산구,성산스포츠센터
2022,경남,창원의창구,창원국제사격장
2022,경남,창원마산회원구,3.15아트센터
2022,경남,창원성산구,창원축구센터
2022,경남,창원성산구,창원실내수영장
2022,경남,창원성산구,창원종합운동장
2022,경남,창원의창구,창원자전거(경륜)경기장
2022,경남,창원마산회원구,우리누리청소년문화센터
2022,경남,창원의창구,창원과학체험관
2022,경남,창원의창구,의창스포츠센터
2022,경남,진주시,진주실내체육관
2022,경남,진주시,진주청동기문화박물관
2022,경남,진주시,진주종합경기장
2022,경남,김해시,김해운동장
2022,경남,김해시,진영한빛도서관
2022,경남,김해시,클레이아크김해
2022,경남,김해시,김해문화의전당
2022,경남,김해시,김해서부문화센터
2022,경남,거제시,거제조선해양문화관
2022,경남,거제시,거제문화예술회관
2022,경남,거제시,거제스포츠파크
2022,경남,양산시,웅상체육공원
2022,경남,양산시,양산비즈니스센터
2022,경남,양산시,웅상문화체육센터
2022,경남,양산시,국민체육센터
2022,경남,양산시,양산종합운동장
2022,경남,함안군,스포츠타운
2022,경남,고성군,고성공룡박물관
2022,경남,고성군,고성군 스포츠 타운
2022,경남,고성군,고성군국민체육센터
2022,경남,남해군,남해실내체육관
2022,경남,남해군,남해군국민체육센터
2022,경남,하동군,해양플랜트연구단지
2022,경남,함양군,함양군문화예술회관
